n	E	absM	accepted
230	-9.43652E+01	3.60870E+00	156
240	-9.79833E+01	4.10000E+00	163
250	-1.01600E+02	4.41600E+00	167
260	-1.05385E+02	4.53077E+00	171
270	-1.09407E+02	4.63704E+00	178
280	-1.13500E+02	4.51429E+00	183
290	-1.17131E+02	4.42069E+00	189
300	-1.20507E+02	4.40667E+00	195
310	-1.23703E+02	4.48387E+00	199
320	-1.26925E+02	4.62500E+00	203
330	-1.30109E+02	4.60606E+00	210
340	-1.33012E+02	4.52353E+00	214
350	-1.35851E+02	4.45143E+00	219
360	-1.38656E+02	4.47222E+00	224
370	-1.41330E+02	4.39459E+00	227
380	-1.43832E+02	4.33684E+00	229
390	-1.46400E+02	4.37949E+00	233
400	-1.48990E+02	4.44500E+00	240
410	-1.51512E+02	4.49268E+00	245
420	-1.54381E+02	4.54286E+00	248
430	-1.57349E+02	4.63721E+00	254
440	-1.60264E+02	4.66818E+00	261
450	-1.62978E+02	4.74222E+00	266
460	-1.65583E+02	4.86087E+00	269
470	-1.68221E+02	5.00000E+00	274
480	-1.70875E+02	5.11250E+00	277
490	-1.73502E+02	5.37143E+00	284
500	-1.76088E+02	5.67600E+00	287
510	-1.78424E+02	6.00392E+00	291
520	-1.80631E+02	6.33462E+00	295
530	-1.82740E+02	6.57358E+00	303
540	-1.84970E+02	6.86296E+00	307
550	-1.87200E+02	7.20000E+00	310
560	-1.89229E+02	7.59286E+00	315
570	-1.91039E+02	7.94035E+00	320
580	-1.92710E+02	8.24828E+00	324
590	-1.94475E+02	8.55593E+00	325
600	-1.96300E+02	8.85667E+00	330
610	-1.98026E+02	9.18033E+00	335
620	-1.99761E+02	9.53548E+00	338
630	-2.01492E+02	9.85714E+00	341
640	-2.03306E+02	1.02094E+01	344
650	-2.05194E+02	1.05108E+01	350
660	-2.07079E+02	1.07636E+01	355
670	-2.08866E+02	1.09851E+01	359
680	-2.10447E+02	1.11265E+01	363
690	-2.11977E+02	1.12145E+01	367
700	-2.13423E+02	1.13143E+01	372
710	-2.14783E+02	1.14676E+01	375
720	-2.16094E+02	1.16000E+01	380
730	-2.17353E+02	1.16877E+01	383
740	-2.18573E+02	1.18351E+01	387
750	-2.19621E+02	1.19813E+01	393
760	-2.20626E+02	1.20605E+01	396
770	-2.21621E+02	1.20779E+01	403
780	-2.22662E+02	1.20564E+01	408
790	-2.23701E+02	1.19899E+01	414
800	-2.24700E+02	1.19450E+01	419
810	-2.25590E+02	1.19531E+01	425
820	-2.26483E+02	1.19756E+01	430
830	-2.27325E+02	1.19783E+01	434
840	-2.28152E+02	1.18786E+01	440
850	-2.28998E+02	1.17835E+01	444
860	-2.29926E+02	1.16581E+01	450
870	-2.30943E+02	1.15494E+01	454
880	-2.31977E+02	1.14568E+01	459
890	-2.33011E+02	1.13708E+01	464
900	-2.33907E+02	1.13267E+01	470
910	-2.34686E+02	1.12484E+01	473
920	-2.35561E+02	1.12109E+01	479
930	-2.36546E+02	1.11806E+01	482
940	-2.37540E+02	1.11128E+01	486
950	-2.38467E+02	1.10358E+01	491
960	-2.39317E+02	1.09417E+01	497
970	-2.40107E+02	1.08680E+01	499
980	-2.40894E+02	1.08163E+01	503
990	-2.41745E+02	1.07657E+01	509
1000	-2.42608E+02	1.07020E+01	510
1100	-2.51622E+02	1.04564E+01	562
1200	-2.58890E+02	1.11617E+01	601
1300	-2.66412E+02	1.15431E+01	648
1400	-2.74174E+02	1.17614E+01	685
1500	-2.81371E+02	1.25640E+01	729
1600	-2.85188E+02	1.28338E+01	777
1700	-2.88416E+02	1.23976E+01	812
1800	-2.93047E+02	1.19867E+01	846
1900	-2.97640E+02	1.22105E+01	889
2000	-3.01410E+02	1.34840E+01	930
2100	-3.05173E+02	1.49714E+01	970
2200	-3.09065E+02	1.72036E+01	1014
2300	-3.12183E+02	1.94043E+01	1053
2400	-3.14942E+02	2.06800E+01	1085
2500	-3.18195E+02	2.18096E+01	1127
2600	-3.21912E+02	2.24131E+01	1159
2700	-3.25616E+02	2.20467E+01	1196
2800	-3.29353E+02	2.13643E+01	1236
2900	-3.31996E+02	2.09124E+01	1274
3000	-3.34931E+02	2.08920E+01	1314
3100	-3.38636E+02	2.08394E+01	1344
3200	-3.42413E+02	2.04763E+01	1375
3300	-3.45775E+02	2.01788E+01	1403
3400	-3.49111E+02	1.96947E+01	1427
3500	-3.52165E+02	1.92634E+01	1459
3600	-3.54700E+02	1.91689E+01	1490
3700	-3.57228E+02	1.89730E+01	1514
3800	-3.59586E+02	1.86279E+01	1547
3900	-3.61479E+02	1.83846E+01	1586
4000	-3.63636E+02	1.84015E+01	1621
4100	-3.65403E+02	1.82600E+01	1658
4200	-3.66962E+02	1.84381E+01	1691
4300	-3.68133E+02	1.83921E+01	1734
4400	-3.69169E+02	1.83664E+01	1770
4500	-3.69714E+02	1.83840E+01	1801
4600	-3.70380E+02	1.81570E+01	1834
4700	-3.71613E+02	1.82166E+01	1863
4800	-3.73222E+02	1.84008E+01	1888
4900	-3.75160E+02	1.86612E+01	1917
5000	-3.76401E+02	1.87988E+01	1947
5100	-3.77669E+02	1.91059E+01	1972
5200	-3.78795E+02	1.94281E+01	2012
5300	-3.79520E+02	1.98717E+01	2050
5400	-3.80203E+02	2.06804E+01	2081
5500	-3.81278E+02	2.16087E+01	2118
5600	-3.81696E+02	2.25671E+01	2153
5700	-3.81879E+02	2.36137E+01	2182
5800	-3.82106E+02	2.42862E+01	2218
5900	-3.82200E+02	2.44153E+01	2257
6000	-3.82119E+02	2.45137E+01	2297
6100	-3.82078E+02	2.46836E+01	2338
6200	-3.82095E+02	2.46919E+01	2373
6300	-3.82032E+02	2.44495E+01	2407
6400	-3.81991E+02	2.41600E+01	2441
6500	-3.82220E+02	2.40714E+01	2484
6600	-3.82313E+02	2.39258E+01	2523
6700	-3.82237E+02	2.41090E+01	2560
6800	-3.82032E+02	2.42494E+01	2604
6900	-3.81957E+02	2.42380E+01	2648
7000	-3.82259E+02	2.43591E+01	2681
7100	-3.82578E+02	2.45575E+01	2720
7200	-3.82548E+02	2.50047E+01	2762
7300	-3.82586E+02	2.55416E+01	2789
7400	-3.82768E+02	2.61138E+01	2828
7500	-3.82848E+02	2.67461E+01	2868
7600	-3.82874E+02	2.74384E+01	2899
7700	-3.83117E+02	2.82455E+01	2934
7800	-3.83186E+02	2.90413E+01	2978
7900	-3.83086E+02	2.97344E+01	3023
8000	-3.82984E+02	3.05015E+01	3061
8100	-3.82736E+02	3.10872E+01	3092
8200	-3.82558E+02	3.16417E+01	3126
8300	-3.82432E+02	3.20824E+01	3169
8400	-3.82409E+02	3.25440E+01	3209
8500	-3.82348E+02	3.28906E+01	3242
8600	-3.82005E+02	3.32100E+01	3287
8700	-3.81676E+02	3.36292E+01	3334
8800	-3.81458E+02	3.41482E+01	3367
8900	-3.81262E+02	3.46499E+01	3403
9000	-3.80877E+02	3.50273E+01	3447
9100	-3.80745E+02	3.52037E+01	3493
9200	-3.80694E+02	3.53276E+01	3528
9300	-3.80743E+02	3.53286E+01	3570
9400	-3.80802E+02	3.54053E+01	3610
9500	-3.81110E+02	3.54623E+01	3651
9600	-3.81278E+02	3.55479E+01	3683
9700	-3.81440E+02	3.56697E+01	3720
9800	-3.81541E+02	3.58782E+01	3761
9900	-3.81591E+02	3.60651E+01	3795
10000	-3.81603E+02	3.62744E+01	3831
11000	-3.82192E+02	3.76325E+01	4188
12000	-3.82674E+02	3.80345E+01	4544
13000	-3.84889E+02	3.92675E+01	4871
14000	-3.88383E+02	3.99097E+01	5212
15000	-3.91479E+02	3.99028E+01	5539
16000	-3.93111E+02	4.03194E+01	5876
17000	-3.96877E+02	3.97811E+01	6183
18000	-4.02587E+02	3.95410E+01	6440
19000	-4.04256E+02	4.01868E+01	6781
20000	-4.06074E+02	4.19959E+01	7109
21000	-4.06852E+02	4.32630E+01	7461
22000	-4.07445E+02	4.43515E+01	7817
23000	-4.07922E+02	4.43730E+01	8159
24000	-4.09434E+02	4.52021E+01	8474
25000	-4.12822E+02	4.68105E+01	8733
26000	-4.15724E+02	4.89230E+01	9050
27000	-4.17682E+02	5.07224E+01	9321
28000	-4.19639E+02	5.29787E+01	9604
29000	-4.19770E+02	5.33383E+01	9950
30000	-4.19631E+02	5.37130E+01	10302
31000	-4.20280E+02	5.57210E+01	10630
32000	-4.21609E+02	5.80504E+01	10955
33000	-4.23123E+02	6.11558E+01	11242
34000	-4.24520E+02	6.42169E+01	11550
35000	-4.25415E+02	6.64473E+01	11861
36000	-4.26537E+02	6.91562E+01	12158
37000	-4.28159E+02	7.17459E+01	12452
38000	-4.30288E+02	7.40328E+01	12707
39000	-4.32528E+02	7.67739E+01	12987
40000	-4.35558E+02	8.01351E+01	13201
41000	-4.37706E+02	8.37028E+01	13461
42000	-4.38910E+02	8.70817E+01	13747
43000	-4.38376E+02	9.02019E+01	14081
44000	-4.39609E+02	9.42514E+01	14357
45000	-4.42776E+02	9.90322E+01	14551
46000	-4.46847E+02	1.04049E+02	14681
47000	-4.50234E+02	1.08738E+02	14842
48000	-4.52621E+02	1.12925E+02	15020
49000	-4.54606E+02	1.16711E+02	15214
50000	-4.55374E+02	1.19214E+02	15478
51000	-4.55562E+02	1.21574E+02	15745
52000	-4.54580E+02	1.22794E+02	16085
53000	-4.54507E+02	1.23446E+02	16401
54000	-4.54638E+02	1.24008E+02	16701
55000	-4.54585E+02	1.24355E+02	17033
56000	-4.54947E+02	1.24698E+02	17333
57000	-4.55039E+02	1.25353E+02	17645
58000	-4.55360E+02	1.26686E+02	17919
59000	-4.55572E+02	1.27642E+02	18207
60000	-4.55873E+02	1.28500E+02	18491
61000	-4.56385E+02	1.29385E+02	18768
62000	-4.57175E+02	1.29420E+02	19042
63000	-4.57726E+02	1.29266E+02	19352
64000	-4.58056E+02	1.28309E+02	19642
65000	-4.58796E+02	1.26928E+02	19906
66000	-4.59354E+02	1.25892E+02	20187
67000	-4.59695E+02	1.24859E+02	20468
68000	-4.60244E+02	1.23790E+02	20760
69000	-4.60266E+02	1.22317E+02	21049
70000	-4.60581E+02	1.20809E+02	21329
71000	-4.60966E+02	1.19294E+02	21590
72000	-4.60876E+02	1.17991E+02	21896
73000	-4.60712E+02	1.16625E+02	22209
74000	-4.60602E+02	1.15123E+02	22511
75000	-4.60772E+02	1.13784E+02	22815
76000	-4.61334E+02	1.12955E+02	23060
77000	-4.61411E+02	1.12059E+02	23360
78000	-4.61160E+02	1.11250E+02	23672
79000	-4.60883E+02	1.10410E+02	23997
80000	-4.60698E+02	1.09445E+02	24313
81000	-4.60098E+02	1.08210E+02	24642
82000	-4.60143E+02	1.07319E+02	24937
83000	-4.60519E+02	1.07031E+02	25230
84000	-4.60612E+02	1.06760E+02	25539
85000	-4.60761E+02	1.06138E+02	25856
86000	-4.60511E+02	1.05342E+02	26182
87000	-4.60309E+02	1.04726E+02	26488
88000	-4.60498E+02	1.04505E+02	26768
89000	-4.60829E+02	1.04258E+02	27047
90000	-4.60906E+02	1.03918E+02	27335
91000	-4.60996E+02	1.02914E+02	27643
92000	-4.60856E+02	1.01908E+02	27968
93000	-4.60574E+02	1.00932E+02	28277
94000	-4.59793E+02	1.00089E+02	28679
95000	-4.59210E+02	9.95908E+01	29056
96000	-4.58608E+02	9.93047E+01	29410
97000	-4.58674E+02	9.92016E+01	29702
98000	-4.58325E+02	9.91892E+01	30055
99000	-4.57931E+02	9.90021E+01	30389
100000	-4.57726E+02	9.82894E+01	30699
110000	-4.58437E+02	9.12630E+01	33700
120000	-4.56489E+02	9.23620E+01	36979
130000	-4.59504E+02	1.02345E+02	39623
140000	-4.67740E+02	1.16735E+02	41544
150000	-4.67711E+02	1.19173E+02	44447
160000	-4.69294E+02	1.21460E+02	47140
170000	-4.70396E+02	1.27234E+02	49882
180000	-4.75509E+02	1.36693E+02	51929
190000	-4.79383E+02	1.43367E+02	54115
200000	-4.80321E+02	1.46728E+02	56729
210000	-4.80049E+02	1.47004E+02	59628
220000	-4.78003E+02	1.42976E+02	62841
230000	-4.77566E+02	1.38214E+02	65792
240000	-4.77130E+02	1.38592E+02	68696
250000	-4.76546E+02	1.40161E+02	71599
260000	-4.77678E+02	1.44125E+02	74206
270000	-4.76863E+02	1.44799E+02	77354
280000	-4.75998E+02	1.43161E+02	80428
290000	-4.74520E+02	1.39117E+02	83682
300000	-4.74554E+02	1.39153E+02	86532
310000	-4.75888E+02	1.42496E+02	89109
320000	-4.79084E+02	1.47359E+02	91078
330000	-4.79912E+02	1.48969E+02	93581
340000	-4.79444E+02	1.48713E+02	96549
350000	-4.79604E+02	1.48731E+02	99309
360000	-4.81212E+02	1.52170E+02	101583
370000	-4.82006E+02	1.54661E+02	104120
380000	-4.82673E+02	1.56139E+02	106674
390000	-4.82817E+02	1.56723E+02	109453
400000	-4.81928E+02	1.56170E+02	112566
410000	-4.81480E+02	1.53362E+02	115557
420000	-4.81282E+02	1.51732E+02	118407
430000	-4.80834E+02	1.49751E+02	121330
440000	-4.80890E+02	1.50613E+02	124073
450000	-4.80791E+02	1.51229E+02	126967
460000	-4.81277E+02	1.52154E+02	129552
470000	-4.81768E+02	1.52707E+02	132217
480000	-4.80497E+02	1.50792E+02	135629
490000	-4.79267E+02	1.49318E+02	139067
500000	-4.79192E+02	1.50305E+02	141923
510000	-4.80633E+02	1.53072E+02	144016
520000	-4.81582E+02	1.55086E+02	146388
530000	-4.81733E+02	1.56477E+02	149054
540000	-4.83560E+02	1.59269E+02	150901
550000	-4.85135E+02	1.61851E+02	152887
560000	-4.85876E+02	1.63717E+02	155313
570000	-4.86779E+02	1.65410E+02	157597
580000	-4.86197E+02	1.64009E+02	160677
590000	-4.85386E+02	1.62510E+02	163867
600000	-4.84985E+02	1.62393E+02	166830
610000	-4.83847E+02	1.60336E+02	170175
620000	-4.83321E+02	1.59515E+02	173234
630000	-4.83151E+02	1.58676E+02	176129
640000	-4.83021E+02	1.58754E+02	178988
650000	-4.82552E+02	1.57411E+02	182049
660000	-4.82858E+02	1.56986E+02	184626
670000	-4.83415E+02	1.58206E+02	187153
680000	-4.84333E+02	1.59801E+02	189395
690000	-4.85328E+02	1.61591E+02	191556
700000	-4.86169E+02	1.63220E+02	193785
710000	-4.87017E+02	1.65030E+02	195938
720000	-4.87573E+02	1.66389E+02	198390
730000	-4.87625E+02	1.67027E+02	201051
740000	-4.87709E+02	1.67754E+02	203792
750000	-4.88752E+02	1.69585E+02	205775
760000	-4.88883E+02	1.70403E+02	208357
770000	-4.89568E+02	1.71589E+02	210622
780000	-4.90149E+02	1.72891E+02	212849
790000	-4.90915E+02	1.74261E+02	214989
800000	-4.92047E+02	1.76085E+02	216847
810000	-4.92379E+02	1.77179E+02	219280
820000	-4.92464E+02	1.77493E+02	221858
830000	-4.92289E+02	1.77769E+02	224735
840000	-4.92880E+02	1.78836E+02	226993
850000	-4.93193E+02	1.79893E+02	229448
860000	-4.93533E+02	1.80916E+02	231880
870000	-4.93167E+02	1.80705E+02	234961
880000	-4.93036E+02	1.79663E+02	237854
890000	-4.92429E+02	1.77904E+02	241116
900000	-4.92225E+02	1.76333E+02	244052
910000	-4.91754E+02	1.75599E+02	247176
920000	-4.91004E+02	1.74283E+02	250511
930000	-4.90929E+02	1.72899E+02	253290
940000	-4.90786E+02	1.71863E+02	256182
950000	-4.91171E+02	1.72569E+02	258493
960000	-4.91756E+02	1.73745E+02	260738
970000	-4.92507E+02	1.74985E+02	262795
980000	-4.92821E+02	1.75575E+02	265210
990000	-4.92777E+02	1.75324E+02	268037
1000000	-4.92525E+02	1.74522E+02	270858
1100000	-4.90789E+02	1.73895E+02	299856
1200000	-4.91194E+02	1.73126E+02	326632
1300000	-4.90204E+02	1.70970E+02	355209
1400000	-4.88703E+02	1.68754E+02	384665
1500000	-4.91462E+02	1.73283E+02	408307
1600000	-4.93326E+02	1.78263E+02	432658
1700000	-4.95956E+02	1.83748E+02	455324
1800000	-4.95067E+02	1.83011E+02	483822
1900000	-4.96089E+02	1.86268E+02	509021
2000000	-4.97203E+02	1.89192E+02	533889
2100000	-4.97047E+02	1.88238E+02	561082
2200000	-4.96147E+02	1.86129E+02	589608
2300000	-4.96464E+02	1.87472E+02	615629
2400000	-4.95992E+02	1.87369E+02	643540
2500000	-4.97222E+02	1.89849E+02	667634
2600000	-4.96042E+02	1.84743E+02	697197
2700000	-4.94784E+02	1.81794E+02	727077
2800000	-4.95462E+02	1.83361E+02	752681
2900000	-4.95602E+02	1.83972E+02	779428
3000000	-4.93949E+02	1.80112E+02	810860
3100000	-4.94183E+02	1.80325E+02	837349
3200000	-4.94442E+02	1.80769E+02	863500
3300000	-4.93264E+02	1.77734E+02	894104
3400000	-4.92644E+02	1.76457E+02	923069
3500000	-4.92865E+02	1.76864E+02	949473
3600000	-4.92501E+02	1.75958E+02	977849
3700000	-4.91680E+02	1.73499E+02	1007678
3800000	-4.92231E+02	1.74981E+02	1033307
3900000	-4.91834E+02	1.74690E+02	1061922
4000000	-4.91832E+02	1.75199E+02	1088920
4100000	-4.91439E+02	1.75189E+02	1117497
4200000	-4.90633E+02	1.74247E+02	1147949
4300000	-4.90767E+02	1.74339E+02	1174711
4400000	-4.90852E+02	1.74416E+02	1201826
4500000	-4.90826E+02	1.73587E+02	1229291
4600000	-4.90454E+02	1.72803E+02	1258333
4700000	-4.90171E+02	1.72298E+02	1286798
4800000	-4.90971E+02	1.73948E+02	1310542
4900000	-4.91364E+02	1.74718E+02	1336257
5000000	-4.91864E+02	1.75420E+02	1361163
5100000	-4.92236E+02	1.76426E+02	1386355
5200000	-4.92416E+02	1.77042E+02	1412723
5300000	-4.93180E+02	1.78517E+02	1436060
5400000	-4.92864E+02	1.77965E+02	1464778
5500000	-4.92642E+02	1.77906E+02	1493018
5600000	-4.93319E+02	1.79203E+02	1516760
5700000	-4.92926E+02	1.78182E+02	1545962
5800000	-4.93292E+02	1.78888E+02	1571250
5900000	-4.93331E+02	1.79017E+02	1597996
6000000	-4.93576E+02	1.79663E+02	1623525
6100000	-4.93549E+02	1.80099E+02	1650734
6200000	-4.92988E+02	1.79379E+02	1681095
6300000	-4.93251E+02	1.79798E+02	1706487
6400000	-4.93002E+02	1.79308E+02	1735176
6500000	-4.92815E+02	1.78302E+02	1763509
6600000	-4.93191E+02	1.79201E+02	1788410
6700000	-4.92850E+02	1.78317E+02	1817563
6800000	-4.92440E+02	1.77606E+02	1847720
6900000	-4.92168E+02	1.77232E+02	1876563
7000000	-4.91641E+02	1.76108E+02	1907216
7100000	-4.91573E+02	1.75922E+02	1934968
7200000	-4.92065E+02	1.76993E+02	1959060
7300000	-4.91803E+02	1.76196E+02	1988078
7400000	-4.91373E+02	1.75325E+02	2018406
7500000	-4.91228E+02	1.74752E+02	2047061
7600000	-4.91404E+02	1.75271E+02	2072803
7700000	-4.90988E+02	1.74215E+02	2102879
7800000	-4.91074E+02	1.74224E+02	2129497
7900000	-4.90885E+02	1.73936E+02	2158186
8000000	-4.91236E+02	1.74582E+02	2182993
8100000	-4.91079E+02	1.74445E+02	2211327
8200000	-4.90934E+02	1.74372E+02	2240042
8300000	-4.91327E+02	1.75072E+02	2264273
8400000	-4.91364E+02	1.75161E+02	2291158
8500000	-4.91407E+02	1.75036E+02	2318019
8600000	-4.91202E+02	1.74312E+02	2346873
8700000	-4.91640E+02	1.75262E+02	2370662
8800000	-4.91868E+02	1.75593E+02	2395995
8900000	-4.91478E+02	1.75091E+02	2426305
9000000	-4.91816E+02	1.75795E+02	2450643
9100000	-4.91651E+02	1.75263E+02	2479287
9200000	-4.91716E+02	1.75451E+02	2505954
9300000	-4.91720E+02	1.75593E+02	2533202
9400000	-4.91941E+02	1.75994E+02	2558501
9500000	-4.91752E+02	1.75738E+02	2587348
9600000	-4.92029E+02	1.76422E+02	2612255
9700000	-4.92285E+02	1.77129E+02	2637128
9800000	-4.92245E+02	1.76969E+02	2664950
9900000	-4.92088E+02	1.76303E+02	2693572
10000000	-4.92725E+02	1.77500E+02	2714657
11000000	-4.91875E+02	1.75453E+02	2994856
12000000	-4.92623E+02	1.76989E+02	3258209
13000000	-4.93371E+02	1.79216E+02	3520305
14000000	-4.93849E+02	1.80245E+02	3784659
15000000	-4.94020E+02	1.80193E+02	4052718
16000000	-4.93932E+02	1.80007E+02	4323680
17000000	-4.94150E+02	1.80170E+02	4591169
18000000	-4.94425E+02	1.80762E+02	4856235
19000000	-4.94095E+02	1.79524E+02	5132010
20000000	-4.93843E+02	1.79013E+02	5406591
21000000	-4.94005E+02	1.79006E+02	5673881
22000000	-4.94112E+02	1.78863E+02	5941563
23000000	-4.93831E+02	1.78468E+02	6218917
24000000	-4.94435E+02	1.79437E+02	6475259
25000000	-4.94795E+02	1.80425E+02	6736867
26000000	-4.94537E+02	1.79470E+02	7013561
27000000	-4.94713E+02	1.80064E+02	7278526
28000000	-4.94291E+02	1.79426E+02	7559325
29000000	-4.93936E+02	1.78508E+02	7838799
30000000	-4.94187E+02	1.79042E+02	8102521
31000000	-4.94498E+02	1.79996E+02	8363821
32000000	-4.94256E+02	1.79782E+02	8640819
33000000	-4.94347E+02	1.80117E+02	8907941
34000000	-4.94365E+02	1.80033E+02	9177271
35000000	-4.94941E+02	1.81249E+02	9428420
36000000	-4.94570E+02	1.80544E+02	9709539
37000000	-4.94706E+02	1.80842E+02	9973851
38000000	-4.94526E+02	1.80498E+02	10249804
39000000	-4.94400E+02	1.80155E+02	10524425
40000000	-4.94596E+02	1.80455E+02	10786468
41000000	-4.94238E+02	1.79891E+02	11068699
42000000	-4.94515E+02	1.80567E+02	11327238
43000000	-4.94221E+02	1.80275E+02	11607683
44000000	-4.94381E+02	1.80492E+02	11871280
45000000	-4.94179E+02	1.79724E+02	12148778
46000000	-4.94180E+02	1.79554E+02	12418649
47000000	-4.94362E+02	1.80015E+02	12679931
48000000	-4.94928E+02	1.81343E+02	12924042
49000000	-4.94786E+02	1.81124E+02	13199488
50000000	-4.94688E+02	1.80921E+02	13473649
51000000	-4.94800E+02	1.81145E+02	13737776
52000000	-4.94793E+02	1.81360E+02	14008464
53000000	-4.94606E+02	1.80973E+02	14286881
54000000	-4.94420E+02	1.80544E+02	14565409
55000000	-4.94462E+02	1.80586E+02	14833247
56000000	-4.94365E+02	1.80535E+02	15107548
57000000	-4.94434E+02	1.80700E+02	15373872
58000000	-4.94593E+02	1.81019E+02	15635505
59000000	-4.94497E+02	1.80886E+02	15910156
60000000	-4.94351E+02	1.80591E+02	16188152
61000000	-4.94593E+02	1.81120E+02	16443120
62000000	-4.94600E+02	1.81323E+02	16712856
63000000	-4.94818E+02	1.81721E+02	16970120
64000000	-4.94659E+02	1.81423E+02	17249432
65000000	-4.94701E+02	1.81400E+02	17516368
66000000	-4.94678E+02	1.81307E+02	17787772
67000000	-4.94661E+02	1.81313E+02	18058672
68000000	-4.94705E+02	1.81272E+02	18326107
69000000	-4.94761E+02	1.81421E+02	18591077
70000000	-4.94826E+02	1.81676E+02	18855870
71000000	-4.94598E+02	1.81028E+02	19140296
72000000	-4.94570E+02	1.81056E+02	19412830
