n	E	absM	accepted
73000000	-4.94001E+02	1.81417E+02	19706450
74000000	-4.93925E+02	1.81117E+02	19981714
75000000	-4.94005E+02	1.81229E+02	20245963
76000000	-4.93807E+02	1.80876E+02	20529005
77000000	-4.93871E+02	1.80971E+02	20795177
78000000	-4.93925E+02	1.81047E+02	21061435
79000000	-4.93955E+02	1.80981E+02	21330097
80000000	-4.93909E+02	1.80870E+02	21604320
81000000	-4.93978E+02	1.81014E+02	21869586
82000000	-4.93951E+02	1.80983E+02	22141740
83000000	-4.94201E+02	1.81426E+02	22393012
84000000	-4.94188E+02	1.81429E+02	22663828
85000000	-4.94024E+02	1.81101E+02	22946198
86000000	-4.94037E+02	1.81138E+02	23215383
87000000	-4.94008E+02	1.80978E+02	23488487
88000000	-4.93986E+02	1.80867E+02	23760037
89000000	-4.94089E+02	1.81202E+02	24020694
90000000	-4.94201E+02	1.81347E+02	24280773
91000000	-4.94226E+02	1.81437E+02	24549066
92000000	-4.94110E+02	1.81280E+02	24828628
93000000	-4.94158E+02	1.81434E+02	25093989
94000000	-4.94250E+02	1.81566E+02	25357271
95000000	-4.94406E+02	1.81895E+02	25613244
96000000	-4.94389E+02	1.81827E+02	25884290
97000000	-4.94488E+02	1.81949E+02	26144982
98000000	-4.94469E+02	1.81845E+02	26416077
99000000	-4.94358E+02	1.81536E+02	26696396
100000000	-4.94208E+02	1.81193E+02	26980300
110000000	-4.94539E+02	1.81703E+02	29644498
120000000	-4.94537E+02	1.81513E+02	32337460
130000000	-4.94562E+02	1.81604E+02	35028631
140000000	-4.94853E+02	1.82265E+02	37682431
150000000	-4.94821E+02	1.82255E+02	40381232
160000000	-4.94915E+02	1.82486E+02	43060563
170000000	-4.94635E+02	1.81764E+02	45797459
180000000	-4.94728E+02	1.81861E+02	48479393
190000000	-4.94558E+02	1.81492E+02	51203527
200000000	-4.94685E+02	1.81727E+02	53876959
210000000	-4.94871E+02	1.82091E+02	56534338
220000000	-4.94815E+02	1.81943E+02	59236016
230000000	-4.94836E+02	1.81980E+02	61924174
240000000	-4.94832E+02	1.81943E+02	64613999
250000000	-4.94748E+02	1.81798E+02	67325015
260000000	-4.94835E+02	1.82031E+02	69997000
270000000	-4.94762E+02	1.81756E+02	72711542
280000000	-4.94721E+02	1.81735E+02	75416195
290000000	-4.94634E+02	1.81542E+02	78135308
300000000	-4.94735E+02	1.81749E+02	80799598
310000000	-4.94768E+02	1.81766E+02	83486778
320000000	-4.94833E+02	1.81874E+02	86160424
330000000	-4.94786E+02	1.81736E+02	88869670
340000000	-4.94780E+02	1.81721E+02	91564166
350000000	-4.94794E+02	1.81688E+02	94254374
360000000	-4.94802E+02	1.81666E+02	96945107
370000000	-4.94848E+02	1.81731E+02	99621426
380000000	-4.94843E+02	1.81731E+02	102316314
390000000	-4.94814E+02	1.81612E+02	105018594
400000000	-4.94806E+02	1.81565E+02	107715081
410000000	-4.94800E+02	1.81541E+02	110409783
420000000	-4.94775E+02	1.81455E+02	113114535
430000000	-4.94799E+02	1.81451E+02	115797879
440000000	-4.94763E+02	1.81273E+02	118510082
450000000	-4.94802E+02	1.81380E+02	121186497
460000000	-4.94770E+02	1.81361E+02	123893169
470000000	-4.94843E+02	1.81517E+02	126555058
480000000	-4.94739E+02	1.81343E+02	129293991
490000000	-4.94683E+02	1.81218E+02	132012851
500000000	-4.94655E+02	1.81176E+02	134717057
510000000	-4.94694E+02	1.81267E+02	137393418
520000000	-4.94671E+02	1.81181E+02	140100721
530000000	-4.94603E+02	1.81063E+02	142826673
540000000	-4.94688E+02	1.81262E+02	145481292
550000000	-4.94609E+02	1.81033E+02	148216306
560000000	-4.94586E+02	1.80938E+02	150924430
570000000	-4.94664E+02	1.81119E+02	153578520
580000000	-4.94689E+02	1.81153E+02	156259614
590000000	-4.94662E+02	1.81085E+02	158967343
600000000	-4.94688E+02	1.81177E+02	161648681
610000000	-4.94733E+02	1.81277E+02	164317367
620000000	-4.94732E+02	1.81314E+02	167014118
630000000	-4.94764E+02	1.81388E+02	169689459
640000000	-4.94767E+02	1.81381E+02	172382120
650000000	-4.94720E+02	1.81293E+02	175105404
660000000	-4.94718E+02	1.81270E+02	177800785
670000000	-4.94737E+02	1.81316E+02	180483081
680000000	-4.94731E+02	1.81302E+02	183177224
690000000	-4.94682E+02	1.81189E+02	185901376
700000000	-4.94659E+02	1.81164E+02	188608132
710000000	-4.94695E+02	1.81221E+02	191283389
720000000	-4.94670E+02	1.81150E+02	193997379
730000000	-4.94687E+02	1.81208E+02	196682439
740000000	-4.94668E+02	1.81189E+02	199388787
750000000	-4.94659E+02	1.81171E+02	202086368
760000000	-4.94632E+02	1.81156E+02	204801416
770000000	-4.94609E+02	1.81115E+02	207510795
780000000	-4.94607E+02	1.81074E+02	210206735
790000000	-4.94622E+02	1.81154E+02	212888059
800000000	-4.94599E+02	1.81099E+02	215601030
810000000	-4.94573E+02	1.81049E+02	218313750
820000000	-4.94592E+02	1.81079E+02	220996724
830000000	-4.94629E+02	1.81151E+02	223663439
840000000	-4.94656E+02	1.81186E+02	226335271
850000000	-4.94650E+02	1.81163E+02	229033527
860000000	-4.94607E+02	1.81052E+02	231761459
870000000	-4.94633E+02	1.81101E+02	234433099
880000000	-4.94615E+02	1.81039E+02	237146300
890000000	-4.94606E+02	1.81006E+02	239847529
900000000	-4.94623E+02	1.81039E+02	242526498
910000000	-4.94633E+02	1.81066E+02	245210819
920000000	-4.94650E+02	1.81072E+02	247891537
930000000	-4.94637E+02	1.81042E+02	250599623
940000000	-4.94666E+02	1.81126E+02	253269145
950000000	-4.94668E+02	1.81127E+02	255959929
960000000	-4.94658E+02	1.81109E+02	258665078
970000000	-4.94666E+02	1.81131E+02	261351798
980000000	-4.94685E+02	1.81196E+02	264028711
990000000	-4.94709E+02	1.81249E+02	266703112
1000000000	-4.94706E+02	1.81274E+02	269400648
