body	t	x	y	z
5	1.142E+01	1.391E+00	1.278E-01	-3.130E-02
6	1.142E+01	-5.396E+00	6.314E-01	1.182E-01
7	1.142E+01	8.044E+00	4.595E+00	-4.006E-01
8	1.142E+01	6.963E+00	1.804E+01	-2.370E-02
9	1.142E+01	2.970E+01	3.086E+00	-7.494E-01
0	1.145E+01	1.156E-03	-2.656E-03	3.344E-05
1	1.145E+01	2.129E-02	3.013E-01	2.732E-02
2	1.145E+01	-6.790E-01	2.265E-01	4.243E-02
3	1.145E+01	-9.560E-01	-2.948E-01	5.999E-05
4	1.145E+01	-9.565E-01	-2.975E-01	-8.541E-05
5	1.145E+01	1.378E+00	2.652E-01	-2.810E-02
6	1.145E+01	-5.405E+00	5.661E-01	1.186E-01
7	1.145E+01	8.016E+00	4.639E+00	-4.003E-01
8	1.145E+01	6.930E+00	1.805E+01	-2.322E-02
9	1.145E+01	2.969E+01	3.115E+00	-7.500E-01
0	1.147E+01	1.173E-03	-2.607E-03	3.293E-05
1	1.147E+01	-2.585E-01	2.141E-01	3.007E-02
2	1.147E+01	-7.158E-01	4.509E-02	4.206E-02
3	1.147E+01	-9.011E-01	-4.415E-01	6.432E-05
4	1.147E+01	-8.988E-01	-4.407E-01	2.739E-04
5	1.147E+01	1.352E+00	4.002E-01	-2.464E-02
6	1.147E+01	-5.412E+00	5.008E-01	1.191E-01
7	1.147E+01	7.988E+00	4.683E+00	-3.999E-01
8	1.147E+01	6.896E+00	1.806E+01	-2.275E-02
9	1.147E+01	2.969E+01	3.143E+00	-7.505E-01
0	1.150E+01	1.188E-03	-2.558E-03	3.244E-05
1	1.150E+01	-3.914E-01	-1.052E-02	1.446E-02
2	1.150E+01	-7.054E-01	-1.395E-01	3.892E-02
3	1.150E+01	-8.242E-01	-5.774E-01	7.623E-05
4	1.150E+01	-8.264E-01	-5.761E-01	-5.004E-05
5	1.150E+01	1.315E+00	5.317E-01	-2.097E-02
6	1.150E+01	-5.419E+00	4.353E-01	1.195E-01
7	1.150E+01	7.959E+00	4.727E+00	-3.995E-01
8	1.150E+01	6.862E+00	1.807E+01	-2.227E-02
9	1.150E+01	2.969E+01	3.172E+00	-7.510E-01
0	1.152E+01	1.203E-03	-2.509E-03	3.197E-05
1	1.152E+01	-3.679E-01	-2.383E-01	-7.478E-03
2	1.152E+01	-6.487E-01	-3.151E-01	3.323E-02
3	1.152E+01	-7.273E-01	-6.994E-01	8.322E-05
4	1.152E+01	-7.279E-01	-7.021E-01	-5.342E-05
5	1.152E+01	1.266E+00	6.586E-01	-1.711E-02
6	1.152E+01	-5.425E+00	3.698E-01	1.199E-01
7	1.152E+01	7.930E+00	4.771E+00	-3.991E-01
8	1.152E+01	6.828E+00	1.809E+01	-2.179E-02
9	1.152E+01	2.968E+01	3.201E+00	-7.515E-01
0	1.155E+01	1.217E-03	-2.460E-03	3.151E-05
1	1.155E+01	-2.357E-01	-3.998E-01	-2.750E-02
2	1.155E+01	-5.496E-01	-4.704E-01	2.538E-02
3	1.155E+01	-6.130E-01	-8.047E-01	8.471E-05
4	1.155E+01	-6.107E-01	-8.040E-01	2.987E-04
5	1.155E+01	1.206E+00	7.798E-01	-1.311E-02
6	1.155E+01	-5.430E+00	3.042E-01	1.203E-01
7	1.155E+01	7.901E+00	4.814E+00	-3.987E-01
8	1.155E+01	6.794E+00	1.810E+01	-2.131E-02
9	1.155E+01	2.968E+01	3.229E+00	-7.520E-01
0	1.157E+01	1.230E-03	-2.411E-03	3.108E-05
1	1.157E+01	-4.457E-02	-4.639E-01	-4.081E-02
2	1.157E+01	-4.147E-01	-5.953E-01	1.588E-02
3	1.157E+01	-4.839E-01	-8.908E-01	9.341E-05
4	1.157E+01	-4.861E-01	-8.895E-01	-4.291E-05
5	1.157E+01	1.137E+00	8.946E-01	-9.002E-03
6	1.157E+01	-5.434E+00	2.386E-01	1.207E-01
7	1.157E+01	7.872E+00	4.857E+00	-3.983E-01
8	1.157E+01	6.760E+00	1.811E+01	-2.083E-02
9	1.157E+01	2.968E+01	3.258E+00	-7.526E-01
0	1.160E+01	1.242E-03	-2.362E-03	3.066E-05
1	1.160E+01	1.571E-01	-4.161E-01	-4.419E-02
2	1.160E+01	-2.530E-01	-6.819E-01	5.360E-03
3	1.160E+01	-3.434E-01	-9.558E-01	9.642E-05
4	1.160E+01	-3.439E-01	-9.585E-01	-3.589E-05
5	1.160E+01	1.058E+00	1.002E+00	-4.817E-03
6	1.160E+01	-5.438E+00	1.730E-01	1.210E-01
7	1.160E+01	7.842E+00	4.901E+00	-3.979E-01
8	1.160E+01	6.726E+00	1.812E+01	-2.035E-02
9	1.160E+01	2.967E+01	3.287E+00	-7.531E-01
0	1.162E+01	1.254E-03	-2.313E-03	3.025E-05
1	1.162E+01	3.133E-01	-2.538E-01	-3.524E-02
2	1.162E+01	-7.497E-02	-7.249E-01	-5.505E-03
3	1.162E+01	-1.947E-01	-9.983E-01	9.370E-05
4	1.162E+01	-1.923E-01	-9.977E-01	3.169E-04
5	1.162E+01	9.704E-01	1.102E+00	-5.945E-04
6	1.162E+01	-5.440E+00	1.073E-01	1.213E-01
7	1.162E+01	7.812E+00	4.944E+00	-3.974E-01
8	1.162E+01	6.692E+00	1.813E+01	-1.987E-02
9	1.162E+01	2.967E+01	3.315E+00	-7.536E-01
0	1.165E+01	1.265E-03	-2.265E-03	2.986E-05
1	1.165E+01	3.500E-01	-2.226E-03	-1.344E-02
2	1.165E+01	1.080E-01	-7.216E-01	-1.602E-02
3	1.165E+01	-4.133E-02	-1.017E+00	9.811E-05
4	1.165E+01	-4.349E-02	-1.016E+00	-4.053E-05
5	1.165E+01	8.757E-01	1.192E+00	3.633E-03
6	1.165E+01	-5.442E+00	4.158E-02	1.216E-01
7	1.165E+01	7.782E+00	4.987E+00	-3.970E-01
8	1.165E+01	6.658E+00	1.814E+01	-1.939E-02
9	1.165E+01	2.967E+01	3.344E+00	-7.541E-01
0	1.167E+01	1.275E-03	-2.216E-03	2.947E-05
1	1.167E+01	1.940E-01	2.387E-01	1.482E-02
2	1.167E+01	2.841E-01	-6.725E-01	-2.550E-02
3	1.167E+01	1.130E-01	-1.013E+00	9.649E-05
4	1.167E+01	1.125E-01	-1.015E+00	-3.618E-05
5	1.167E+01	7.742E-01	1.274E+00	7.834E-03
6	1.167E+01	-5.443E+00	-2.413E-02	1.219E-01
7	1.167E+01	7.752E+00	5.029E+00	-3.965E-01
8	1.167E+01	6.624E+00	1.815E+01	-1.891E-02
9	1.167E+01	2.966E+01	3.373E+00	-7.546E-01
0	1.170E+01	1.284E-03	-2.168E-03	2.910E-05
1	1.170E+01	-1.025E-01	2.932E-01	3.131E-02
2	1.170E+01	4.422E-01	-5.807E-01	-3.337E-02
3	1.170E+01	2.646E-01	-9.841E-01	8.900E-05
4	1.170E+01	2.671E-01	-9.834E-01	3.188E-04
5	1.170E+01	6.670E-01	1.347E+00	1.198E-02
6	1.170E+01	-5.443E+00	-8.983E-02	1.222E-01
7	1.170E+01	7.721E+00	5.072E+00	-3.960E-01
8	1.170E+01	6.590E+00	1.816E+01	-1.844E-02
9	1.170E+01	2.966E+01	3.401E+00	-7.551E-01
0	1.172E+01	1.293E-03	-2.119E-03	2.874E-05
1	1.172E+01	-3.330E-01	1.314E-01	2.527E-02
2	1.172E+01	5.723E-01	-4.522E-01	-3.911E-02
3	1.172E+01	4.102E-01	-9.326E-01	8.882E-05
4	1.172E+01	4.081E-01	-9.312E-01	-4.422E-05
5	1.172E+01	5.550E-01	1.409E+00	1.603E-02
6	1.172E+01	-5.442E+00	-1.555E-01	1.225E-01
7	1.172E+01	7.690E+00	5.114E+00	-3.955E-01
8	1.172E+01	6.556E+00	1.817E+01	-1.796E-02
9	1.172E+01	2.966E+01	3.430E+00	-7.556E-01
0	1.175E+01	1.301E-03	-2.071E-03	2.839E-05
1	1.175E+01	-3.983E-01	-1.067E-01	5.807E-03
2	1.175E+01	6.661E-01	-2.950E-01	-4.236E-02
3	1.175E+01	5.461E-01	-8.592E-01	8.287E-05
4	1.175E+01	5.456E-01	-8.618E-01	-5.138E-05
5	1.175E+01	4.391E-01	1.462E+00	1.998E-02
6	1.175E+01	-5.441E+00	-2.212E-01	1.227E-01
7	1.175E+01	7.659E+00	5.156E+00	-3.950E-01
8	1.175E+01	6.522E+00	1.818E+01	-1.748E-02
9	1.175E+01	2.965E+01	3.458E+00	-7.562E-01
0	1.177E+01	1.309E-03	-2.023E-03	2.805E-05
1	1.177E+01	-3.248E-01	-3.132E-01	-1.610E-02
2	1.177E+01	7.176E-01	-1.192E-01	-4.291E-02
3	1.177E+01	6.692E-01	-7.657E-01	7.127E-05
4	1.177E+01	6.716E-01	-7.651E-01	3.006E-04
5	1.177E+01	3.201E-01	1.504E+00	2.378E-02
6	1.177E+01	-5.439E+00	-2.868E-01	1.229E-01
7	1.177E+01	7.628E+00	5.199E+00	-3.945E-01
8	1.177E+01	6.488E+00	1.819E+01	-1.700E-02
9	1.177E+01	2.965E+01	3.487E+00	-7.567E-01
0	1.180E+01	1.316E-03	-1.975E-03	2.771E-05
1	1.180E+01	-1.631E-01	-4.379E-01	-3.387E-02
2	1.180E+01	7.233E-01	6.410E-02	-4.072E-02
3	1.180E+01	7.766E-01	-6.542E-01	6.728E-05
4	1.180E+01	7.746E-01	-6.528E-01	-5.834E-05
5	1.180E+01	1.990E-01	1.536E+00	2.743E-02
6	1.180E+01	-5.435E+00	-3.524E-01	1.231E-01
7	1.180E+01	7.596E+00	5.240E+00	-3.940E-01
8	1.180E+01	6.454E+00	1.820E+01	-1.652E-02
9	1.180E+01	2.965E+01	3.516E+00	-7.572E-01
0	1.182E+01	1.322E-03	-1.927E-03	2.738E-05
1	1.182E+01	3.830E-02	-4.581E-01	-4.352E-02
2	1.182E+01	6.828E-01	2.431E-01	-3.592E-02
3	1.182E+01	8.656E-01	-5.272E-01	5.818E-05
4	1.182E+01	8.651E-01	-5.299E-01	-7.449E-05
5	1.182E+01	7.659E-02	1.559E+00	3.089E-02
6	1.182E+01	-5.431E+00	-4.179E-01	1.233E-01
7	1.182E+01	7.564E+00	5.282E+00	-3.934E-01
8	1.182E+01	6.420E+00	1.821E+01	-1.604E-02
9	1.182E+01	2.964E+01	3.544E+00	-7.577E-01
0	1.185E+01	1.328E-03	-1.879E-03	2.706E-05
1	1.185E+01	2.293E-01	-3.635E-01	-4.216E-02
2	1.185E+01	5.983E-01	4.064E-01	-2.881E-02
3	1.185E+01	9.340E-01	-3.878E-01	4.400E-05
4	1.185E+01	9.364E-01	-3.872E-01	2.666E-04
5	1.185E+01	-4.633E-02	1.571E+00	3.416E-02
6	1.185E+01	-5.426E+00	-4.834E-01	1.235E-01
7	1.185E+01	7.532E+00	5.324E+00	-3.929E-01
8	1.185E+01	6.386E+00	1.822E+01	-1.556E-02
9	1.185E+01	2.964E+01	3.573E+00	-7.582E-01
0	1.187E+01	1.333E-03	-1.831E-03	2.675E-05
1	1.187E+01	3.473E-01	-1.593E-01	-2.788E-02
2	1.187E+01	4.753E-01	5.432E-01	-1.983E-02
3	1.187E+01	9.802E-01	-2.392E-01	3.785E-05
4	1.187E+01	9.782E-01	-2.377E-01	-8.639E-05
5	1.187E+01	-1.689E-01	1.573E+00	3.720E-02
6	1.187E+01	-5.421E+00	-5.488E-01	1.236E-01
7	1.187E+01	7.500E+00	5.365E+00	-3.923E-01
8	1.187E+01	6.352E+00	1.823E+01	-1.508E-02
9	1.187E+01	2.964E+01	3.602E+00	-7.587E-01
0	1.190E+01	1.338E-03	-1.783E-03	2.645E-05
1	1.190E+01	3.121E-01	1.063E-01	-2.000E-03
2	1.190E+01	3.214E-01	6.446E-01	-9.556E-03
3	1.190E+01	1.003E+00	-8.473E-02	2.730E-05
4	1.190E+01	1.002E+00	-8.737E-02	-9.874E-05
5	1.190E+01	-2.905E-01	1.565E+00	4.002E-02
6	1.190E+01	-5.414E+00	-6.141E-01	1.237E-01
7	1.190E+01	7.468E+00	5.406E+00	-3.917E-01
8	1.190E+01	6.318E+00	1.824E+01	-1.460E-02
9	1.190E+01	2.963E+01	3.630E+00	-7.592E-01
0	1.192E+01	1.342E-03	-1.735E-03	2.616E-05
1	1.192E+01	8.035E-02	2.915E-01	2.405E-02
2	1.192E+01	1.466E-01	7.037E-01	1.341E-03
3	1.192E+01	1.001E+00	7.164E-02	1.262E-05
4	1.192E+01	1.003E+00	7.227E-02	2.283E-04
5	1.192E+01	-4.103E-01	1.548E+00	4.260E-02
6	1.192E+01	-5.407E+00	-6.794E-01	1.238E-01
7	1.192E+01	7.435E+00	5.448E+00	-3.911E-01
8	1.192E+01	6.283E+00	1.825E+01	-1.412E-02
9	1.192E+01	2.963E+01	3.659E+00	-7.597E-01
0	1.195E+01	1.346E-03	-1.687E-03	2.588E-05
1	1.195E+01	-2.135E-01	2.475E-01	3.133E-02
2	1.195E+01	-3.768E-02	7.165E-01	1.215E-02
3	1.195E+01	9.747E-01	2.262E-01	6.557E-06
4	1.195E+01	9.726E-01	2.278E-01	-1.255E-04
5	1.195E+01	-5.276E-01	1.521E+00	4.492E-02
6	1.195E+01	-5.399E+00	-7.445E-01	1.239E-01
7	1.195E+01	7.402E+00	5.488E+00	-3.905E-01
8	1.195E+01	6.249E+00	1.826E+01	-1.364E-02
9	1.195E+01	2.963E+01	3.687E+00	-7.602E-01
0	1.197E+01	1.349E-03	-1.638E-03	2.563E-05
1	1.197E+01	-3.791E-01	3.724E-02	1.831E-02
2	1.197E+01	-2.194E-01	6.820E-01	2.216E-02
3	1.197E+01	9.244E-01	3.753E-01	-3.377E-06
4	1.197E+01	9.238E-01	3.726E-01	-1.202E-04
5	1.197E+01	-6.419E-01	1.486E+00	4.697E-02
6	1.197E+01	-5.390E+00	-8.095E-01	1.240E-01
7	1.197E+01	7.369E+00	5.529E+00	-3.899E-01
8	1.197E+01	6.215E+00	1.827E+01	-1.316E-02
9	1.197E+01	2.962E+01	3.716E+00	-7.607E-01
0	1.200E+01	1.351E-03	-1.590E-03	2.540E-05
1	1.200E+01	-3.826E-01	-1.970E-01	-3.185E-03
2	1.200E+01	-3.866E-01	6.023E-01	3.071E-02
3	1.200E+01	8.512E-01	5.148E-01	-1.638E-05
4	1.200E+01	8.536E-01	5.154E-01	1.990E-04
5	1.200E+01	-7.524E-01	1.442E+00	4.876E-02
6	1.200E+01	-5.380E+00	-8.744E-01	1.241E-01
7	1.200E+01	7.335E+00	5.570E+00	-3.893E-01
8	1.200E+01	6.181E+00	1.828E+01	-1.268E-02
9	1.200E+01	2.962E+01	3.745E+00	-7.612E-01
0	1.202E+01	1.353E-03	-1.541E-03	2.518E-05
1	1.202E+01	-2.675E-01	-3.745E-01	-2.402E-02
2	1.202E+01	-5.280E-01	4.826E-01	3.723E-02
3	1.202E+01	7.568E-01	6.415E-01	-2.003E-05
4	1.202E+01	7.547E-01	6.430E-01	-1.646E-04
5	1.202E+01	-8.586E-01	1.390E+00	5.027E-02
6	1.202E+01	-5.369E+00	-9.391E-01	1.241E-01
7	1.202E+01	7.301E+00	5.610E+00	-3.887E-01
8	1.202E+01	6.146E+00	1.829E+01	-1.220E-02
9	1.202E+01	2.961E+01	3.773E+00	-7.617E-01
0	1.205E+01	1.353E-03	-1.493E-03	2.499E-05
1	1.205E+01	-8.408E-02	-4.590E-01	-3.891E-02
2	1.205E+01	-6.345E-01	3.309E-01	4.128E-02
3	1.205E+01	6.433E-01	7.520E-01	-2.725E-05
4	1.205E+01	6.427E-01	7.494E-01	-1.373E-04
5	1.205E+01	-9.599E-01	1.329E+00	5.149E-02
6	1.205E+01	-5.358E+00	-1.004E+00	1.241E-01
7	1.205E+01	7.268E+00	5.650E+00	-3.880E-01
8	1.205E+01	6.112E+00	1.830E+01	-1.172E-02
9	1.205E+01	2.961E+01	3.802E+00	-7.622E-01
0	1.207E+01	1.353E-03	-1.444E-03	2.482E-05
1	1.207E+01	1.196E-01	-4.335E-01	-4.443E-02
2	1.207E+01	-6.989E-01	1.572E-01	4.261E-02
3	1.207E+01	5.135E-01	8.433E-01	-3.672E-05
4	1.207E+01	5.159E-01	8.437E-01	1.864E-04
5	1.207E+01	-1.056E+00	1.262E+00	5.243E-02
6	1.207E+01	-5.346E+00	-1.068E+00	1.241E-01
7	1.207E+01	7.233E+00	5.690E+00	-3.873E-01
8	1.207E+01	6.078E+00	1.831E+01	-1.124E-02
9	1.207E+01	2.961E+01	3.830E+00	-7.627E-01
0	1.210E+01	1.353E-03	-1.396E-03	2.466E-05
1	1.210E+01	2.898E-01	-2.926E-01	-3.800E-02
2	1.210E+01	-7.171E-01	-2.698E-02	4.113E-02
3	1.210E+01	3.707E-01	9.130E-01	-3.610E-05
4	1.210E+01	3.686E-01	9.145E-01	-1.885E-04
5	1.210E+01	-1.146E+00	1.187E+00	5.308E-02
6	1.210E+01	-5.332E+00	-1.132E+00	1.241E-01
7	1.210E+01	7.199E+00	5.730E+00	-3.867E-01
8	1.210E+01	6.043E+00	1.832E+01	-1.076E-02
9	1.210E+01	2.960E+01	3.859E+00	-7.632E-01
0	1.212E+01	1.351E-03	-1.348E-03	2.453E-05
1	1.212E+01	3.562E-01	-5.354E-02	-1.850E-02
2	1.212E+01	-6.882E-01	-2.095E-01	3.695E-02
3	1.212E+01	2.183E-01	9.594E-01	-3.894E-05
4	1.212E+01	2.177E-01	9.567E-01	-1.472E-04
5	1.212E+01	-1.230E+00	1.106E+00	5.344E-02
6	1.212E+01	-5.319E+00	-1.197E+00	1.240E-01
7	1.212E+01	7.164E+00	5.770E+00	-3.860E-01
8	1.212E+01	6.009E+00	1.833E+01	-1.028E-02
9	1.212E+01	2.960E+01	3.888E+00	-7.638E-01
0	1.215E+01	1.349E-03	-1.299E-03	2.441E-05
1	1.215E+01	2.396E-01	2.025E-01	9.635E-03
2	1.215E+01	-6.141E-01	-3.784E-01	3.035E-02
3	1.215E+01	6.033E-02	9.809E-01	-4.369E-05
4	1.215E+01	6.282E-02	9.812E-01	1.889E-04
5	1.215E+01	-1.307E+00	1.019E+00	5.351E-02
6	1.215E+01	-5.304E+00	-1.261E+00	1.240E-01
7	1.215E+01	7.130E+00	5.809E+00	-3.853E-01
8	1.215E+01	5.974E+00	1.834E+01	-9.801E-03
9	1.215E+01	2.959E+01	3.916E+00	-7.643E-01
0	1.217E+01	1.346E-03	-1.251E-03	2.431E-05
1	1.217E+01	-4.439E-02	3.034E-01	2.992E-02
2	1.217E+01	-4.999E-01	-5.227E-01	2.178E-02
3	1.217E+01	-9.907E-02	9.770E-01	-3.800E-05
4	1.217E+01	-1.010E-01	9.785E-01	-1.874E-04
5	1.217E+01	-1.378E+00	9.270E-01	5.329E-02
6	1.217E+01	-5.288E+00	-1.324E+00	1.239E-01
7	1.217E+01	7.095E+00	5.849E+00	-3.845E-01
8	1.217E+01	5.940E+00	1.835E+01	-9.320E-03
9	1.217E+01	2.959E+01	3.945E+00	-7.648E-01
0	1.220E+01	1.342E-03	-1.203E-03	2.424E-05
1	1.220E+01	-3.011E-01	1.741E-01	2.789E-02
2	1.220E+01	-3.533E-01	-6.333E-01	1.180E-02
3	1.220E+01	-2.559E-01	9.479E-01	-3.574E-05
4	1.220E+01	-2.566E-01	9.452E-01	-1.450E-04
5	1.220E+01	-1.440E+00	8.295E-01	5.278E-02
6	1.220E+01	-5.272E+00	-1.388E+00	1.238E-01
7	1.220E+01	7.059E+00	5.888E+00	-3.838E-01
8	1.220E+01	5.906E+00	1.836E+01	-8.840E-03
9	1.220E+01	2.959E+01	3.973E+00	-7.653E-01
0	1.222E+01	1.337E-03	-1.155E-03	2.418E-05
1	1.222E+01	-3.982E-01	-5.987E-02	1.004E-02
2	1.222E+01	-1.838E-01	-7.032E-01	1.058E-03
3	1.222E+01	-4.062E-01	8.941E-01	-3.557E-05
4	1.222E+01	-4.036E-01	8.944E-01	2.001E-04
5	1.222E+01	-1.496E+00	7.276E-01	5.200E-02
6	1.222E+01	-5.255E+00	-1.451E+00	1.236E-01
7	1.222E+01	7.024E+00	5.927E+00	-3.831E-01
8	1.222E+01	5.871E+00	1.837E+01	-8.360E-03
9	1.222E+01	2.958E+01	4.002E+00	-7.657E-01
0	1.225E+01	1.331E-03	-1.107E-03	2.415E-05
1	1.225E+01	-3.476E-01	-2.776E-01	-1.202E-02
2	1.225E+01	-2.479E-03	-7.280E-01	-9.749E-03
3	1.225E+01	-5.458E-01	8.171E-01	-2.521E-05
4	1.225E+01	-5.476E-01	8.187E-01	-1.640E-04
5	1.225E+01	-1.543E+00	6.219E-01	5.094E-02
6	1.225E+01	-5.237E+00	-1.514E+00	1.235E-01
7	1.225E+01	6.988E+00	5.966E+00	-3.823E-01
8	1.225E+01	5.837E+00	1.838E+01	-7.880E-03
9	1.225E+01	2.958E+01	4.031E+00	-7.662E-01
0	1.227E+01	1.325E-03	-1.060E-03	2.412E-05
1	1.227E+01	-1.992E-01	-4.204E-01	-3.095E-02
2	1.227E+01	1.791E-01	-7.064E-01	-1.993E-02
3	1.227E+01	-6.713E-01	7.191E-01	-1.842E-05
4	1.227E+01	-6.719E-01	7.165E-01	-1.262E-04
5	1.227E+01	-1.582E+00	5.127E-01	4.960E-02
6	1.227E+01	-5.218E+00	-1.577E+00	1.234E-01
7	1.227E+01	6.952E+00	6.004E+00	-3.816E-01
8	1.227E+01	5.802E+00	1.839E+01	-7.400E-03
9	1.227E+01	2.957E+01	4.059E+00	-7.667E-01
0	1.230E+01	1.318E-03	-1.012E-03	2.410E-05
1	1.230E+01	-1.799E-03	-4.620E-01	-4.242E-02
2	1.230E+01	3.494E-01	-6.399E-01	-2.884E-02
3	1.230E+01	-7.796E-01	6.025E-01	-1.420E-05
4	1.230E+01	-7.771E-01	6.029E-01	2.162E-04
5	1.230E+01	-1.612E+00	4.009E-01	4.800E-02
6	1.230E+01	-5.199E+00	-1.640E+00	1.232E-01
7	1.230E+01	6.916E+00	6.043E+00	-3.808E-01
8	1.230E+01	5.768E+00	1.840E+01	-6.920E-03
9	1.230E+01	2.957E+01	4.088E+00	-7.672E-01
0	1.232E+01	1.311E-03	-9.652E-04	2.409E-05
1	1.232E+01	1.956E-01	-3.898E-01	-4.338E-02
2	1.232E+01	4.976E-01	-5.327E-01	-3.592E-02
3	1.232E+01	-8.677E-01	4.705E-01	-5.704E-07
4	1.232E+01	-8.696E-01	4.721E-01	-1.325E-04
5	1.232E+01	-1.634E+00	2.869E-01	4.614E-02
6	1.232E+01	-5.178E+00	-1.702E+00	1.230E-01
7	1.232E+01	6.880E+00	6.081E+00	-3.800E-01
8	1.232E+01	5.733E+00	1.841E+01	-6.439E-03
9	1.232E+01	2.957E+01	4.116E+00	-7.677E-01
0	1.235E+01	1.302E-03	-9.183E-04	2.409E-05
1	1.235E+01	3.336E-01	-2.050E-01	-3.165E-02
2	1.235E+01	6.142E-01	-3.918E-01	-4.071E-02
3	1.235E+01	-9.339E-01	3.265E-01	8.993E-06
4	1.235E+01	-9.345E-01	3.238E-01	-9.222E-05
5	1.235E+01	-1.647E+00	1.713E-01	4.404E-02
6	1.235E+01	-5.157E+00	-1.764E+00	1.228E-01
7	1.235E+01	6.843E+00	6.119E+00	-3.792E-01
8	1.235E+01	5.698E+00	1.841E+01	-5.959E-03
9	1.235E+01	2.956E+01	4.145E+00	-7.682E-01
0	1.237E+01	1.293E-03	-8.718E-04	2.410E-05
1	1.237E+01	3.343E-01	5.648E-02	-7.545E-03
2	1.237E+01	6.918E-01	-2.259E-01	-4.291E-02
3	1.237E+01	-9.763E-01	1.741E-01	1.545E-05
4	1.237E+01	-9.738E-01	1.745E-01	2.380E-04
5	1.237E+01	-1.651E+00	5.478E-02	4.169E-02
6	1.237E+01	-5.136E+00	-1.826E+00	1.225E-01
7	1.237E+01	6.806E+00	6.157E+00	-3.784E-01
8	1.237E+01	5.664E+00	1.842E+01	-5.479E-03
9	1.237E+01	2.956E+01	4.173E+00	-7.687E-01
0	1.240E+01	1.284E-03	-8.254E-04	2.411E-05
1	1.240E+01	1.366E-01	2.723E-01	2.001E-02
2	1.240E+01	7.254E-01	-4.580E-02	-4.238E-02
3	1.240E+01	-9.941E-01	1.733E-02	3.034E-05
4	1.240E+01	-9.959E-01	1.903E-02	-1.057E-04
5	1.240E+01	-1.646E+00	-6.202E-02	3.912E-02
6	1.240E+01	-5.113E+00	-1.888E+00	1.223E-01
7	1.240E+01	6.769E+00	6.194E+00	-3.776E-01
8	1.240E+01	5.629E+00	1.843E+01	-4.998E-03
9	1.240E+01	2.955E+01	4.202E+00	-7.692E-01
0	1.242E+01	1.274E-03	-7.793E-04	2.413E-05
1	1.242E+01	-1.633E-01	2.746E-01	3.181E-02
2	1.242E+01	7.127E-01	1.372E-01	-3.913E-02
3	1.242E+01	-9.871E-01	-1.398E-01	4.027E-05
4	1.242E+01	-9.879E-01	-1.424E-01	-5.179E-05
5	1.242E+01	-1.632E+00	-1.785E-01	3.634E-02
6	1.242E+01	-5.089E+00	-1.949E+00	1.220E-01
7	1.242E+01	6.732E+00	6.232E+00	-3.767E-01
8	1.242E+01	5.595E+00	1.844E+01	-4.518E-03
9	1.242E+01	2.955E+01	4.230E+00	-7.697E-01
0	1.245E+01	1.263E-03	-7.333E-04	2.416E-05
1	1.245E+01	-3.609E-01	8.431E-02	2.187E-02
2	1.245E+01	6.544E-01	3.114E-01	-3.337E-02
3	1.245E+01	-9.557E-01	-2.936E-01	4.661E-05
4	1.245E+01	-9.533E-01	-2.933E-01	2.666E-04
5	1.245E+01	-1.609E+00	-2.940E-01	3.335E-02
6	1.245E+01	-5.065E+00	-2.010E+00	1.217E-01
7	1.245E+01	6.694E+00	6.269E+00	-3.759E-01
8	1.245E+01	5.560E+00	1.845E+01	-4.038E-03
9	1.245E+01	2.954E+01	4.259E+00	-7.702E-01
0	1.247E+01	1.251E-03	-6.875E-04	2.421E-05
1	1.247E+01	-3.931E-01	-1.535E-01	1.149E-03
2	1.247E+01	5.539E-01	4.654E-01	-2.545E-02
3	1.247E+01	-9.007E-01	-4.402E-01	6.060E-05
4	1.247E+01	-9.026E-01	-4.385E-01	-8.725E-05
5	1.247E+01	-1.577E+00	-4.078E-01	3.017E-02
6	1.247E+01	-5.040E+00	-2.071E+00	1.214E-01
7	1.247E+01	6.657E+00	6.306E+00	-3.750E-01
8	1.247E+01	5.525E+00	1.846E+01	-3.557E-03
9	1.247E+01	2.954E+01	4.287E+00	-7.707E-01
0	1.250E+01	1.239E-03	-6.419E-04	2.426E-05
1	1.250E+01	-2.970E-01	-3.456E-01	-2.030E-02
2	1.250E+01	4.176E-01	5.892E-01	-1.589E-02
3	1.250E+01	-8.238E-01	-5.760E-01	6.857E-05
4	1.250E+01	-8.245E-01	-5.786E-01	-1.663E-05
5	1.250E+01	-1.535E+00	-5.193E-01	2.683E-02
6	1.250E+01	-5.015E+00	-2.131E+00	1.211E-01
7	1.250E+01	6.619E+00	6.342E+00	-3.742E-01
8	1.250E+01	5.491E+00	1.847E+01	-3.077E-03
9	1.250E+01	2.954E+01	4.316E+00	-7.712E-01
0	1.252E+01	1.226E-03	-5.965E-04	2.433E-05
1	1.252E+01	-1.231E-01	-4.498E-01	-3.665E-02
2	1.252E+01	2.541E-01	6.745E-01	-5.286E-03
3	1.252E+01	-7.269E-01	-6.980E-01	7.251E-05
4	1.252E+01	-7.244E-01	-6.977E-01	2.978E-04
5	1.252E+01	-1.485E+00	-6.278E-01	2.332E-02
6	1.252E+01	-4.988E+00	-2.191E+00	1.207E-01
7	1.252E+01	6.581E+00	6.379E+00	-3.733E-01
8	1.252E+01	5.456E+00	1.848E+01	-2.597E-03
9	1.252E+01	2.953E+01	4.345E+00	-7.717E-01
0	1.255E+01	1.212E-03	-5.514E-04	2.441E-05
