body	t	x	y	z
7	4.250E+00	5.580E+00	-8.266E+00	-7.889E-02
8	4.250E+00	1.529E+01	1.253E+01	-1.517E-01
9	4.250E+00	2.947E+01	-5.157E+00	-5.734E-01
0	4.275E+00	-6.734E-03	5.819E-03	1.080E-04
1	4.275E+00	-2.385E-01	2.414E-01	3.081E-02
2	4.275E+00	1.465E-01	-7.052E-01	-1.849E-02
3	4.275E+00	-6.750E-01	7.299E-01	7.569E-05
4	4.275E+00	-6.746E-01	7.324E-01	9.120E-05
5	4.275E+00	2.059E-01	1.541E+00	2.706E-02
6	4.275E+00	3.218E+00	-3.928E+00	-5.574E-02
7	4.275E+00	5.620E+00	-8.237E+00	-8.095E-02
8	4.275E+00	1.526E+01	1.256E+01	-1.513E-01
9	4.275E+00	2.947E+01	-5.129E+00	-5.741E-01
0	4.300E+00	-6.794E-03	5.764E-03	1.099E-04
1	4.300E+00	-3.905E-01	2.230E-02	1.647E-02
2	4.300E+00	3.190E-01	-6.448E-01	-2.762E-02
3	4.300E+00	-7.840E-01	6.138E-01	8.169E-05
4	4.300E+00	-7.860E-01	6.125E-01	2.348E-04
5	4.300E+00	8.357E-02	1.564E+00	3.055E-02
6	4.300E+00	3.270E+00	-3.880E+00	-5.710E-02
7	4.300E+00	5.659E+00	-8.209E+00	-8.302E-02
8	4.300E+00	1.524E+01	1.258E+01	-1.509E-01
9	4.300E+00	2.947E+01	-5.100E+00	-5.748E-01
0	4.325E+00	-6.853E-03	5.708E-03	1.118E-04
1	4.325E+00	-3.805E-01	-2.110E-01	-5.450E-03
2	4.325E+00	4.707E-01	-5.429E-01	-3.498E-02
3	4.325E+00	-8.731E-01	4.822E-01	9.462E-05
4	4.325E+00	-8.707E-01	4.809E-01	-1.321E-04
5	4.325E+00	-3.939E-02	1.577E+00	3.385E-02
6	4.325E+00	3.322E+00	-3.832E+00	-5.845E-02
7	4.325E+00	5.698E+00	-8.180E+00	-8.507E-02
8	4.325E+00	1.522E+01	1.261E+01	-1.505E-01
9	4.325E+00	2.948E+01	-5.072E+00	-5.755E-01
0	4.350E+00	-6.911E-03	5.651E-03	1.137E-04
1	4.350E+00	-2.558E-01	-3.813E-01	-2.599E-02
2	4.350E+00	5.921E-01	-4.063E-01	-4.011E-02
3	4.350E+00	-9.400E-01	3.384E-01	1.004E-04
4	4.350E+00	-9.396E-01	3.410E-01	1.216E-04
5	4.350E+00	-1.622E-01	1.581E+00	3.692E-02
6	4.350E+00	3.373E+00	-3.783E+00	-5.979E-02
7	4.350E+00	5.737E+00	-8.151E+00	-8.713E-02
8	4.350E+00	1.519E+01	1.264E+01	-1.501E-01
9	4.350E+00	2.948E+01	-5.044E+00	-5.762E-01
0	4.375E+00	-6.969E-03	5.593E-03	1.155E-04
1	4.375E+00	-6.808E-02	-4.555E-01	-4.009E-02
2	4.375E+00	6.754E-01	-2.434E-01	-4.268E-02
3	4.375E+00	-9.834E-01	1.862E-01	1.081E-04
4	4.375E+00	-9.854E-01	1.849E-01	2.516E-04
5	4.375E+00	-2.839E-01	1.574E+00	3.978E-02
6	4.375E+00	3.423E+00	-3.734E+00	-6.112E-02
7	4.375E+00	5.775E+00	-8.121E+00	-8.919E-02
8	4.375E+00	1.517E+01	1.266E+01	-1.497E-01
9	4.375E+00	2.949E+01	-5.015E+00	-5.769E-01
0	4.400E+00	-7.026E-03	5.535E-03	1.173E-04
1	4.400E+00	1.341E-01	-4.186E-01	-4.450E-02
2	4.400E+00	7.152E-01	-6.465E-02	-4.252E-02
3	4.400E+00	-1.002E+00	2.944E-02	1.219E-04
4	4.400E+00	-9.999E-01	2.815E-02	-1.088E-04
5	4.400E+00	-4.041E-01	1.558E+00	4.238E-02
6	4.400E+00	3.473E+00	-3.684E+00	-6.244E-02
7	4.400E+00	5.814E+00	-8.092E+00	-9.124E-02
8	4.400E+00	1.515E+01	1.269E+01	-1.493E-01
9	4.400E+00	2.949E+01	-4.987E+00	-5.776E-01
0	4.425E+00	-7.082E-03	5.476E-03	1.192E-04
1	4.425E+00	2.964E-01	-2.680E-01	-3.686E-02
2	4.425E+00	7.089E-01	1.186E-01	-3.964E-02
3	4.425E+00	-9.962E-01	-1.280E-01	1.280E-04
4	4.425E+00	-9.957E-01	-1.254E-01	1.603E-04
5	4.425E+00	-5.218E-01	1.532E+00	4.474E-02
6	4.425E+00	3.522E+00	-3.633E+00	-6.375E-02
7	4.425E+00	5.852E+00	-8.062E+00	-9.329E-02
8	4.425E+00	1.512E+01	1.271E+01	-1.489E-01
9	4.425E+00	2.950E+01	-4.958E+00	-5.783E-01
0	4.450E+00	-7.138E-03	5.416E-03	1.209E-04
1	4.450E+00	3.487E-01	-2.470E-02	-1.642E-02
2	4.450E+00	6.566E-01	2.945E-01	-3.421E-02
3	4.450E+00	-9.656E-01	-2.820E-01	1.356E-04
4	4.450E+00	-9.677E-01	-2.831E-01	2.795E-04
5	4.450E+00	-6.365E-01	1.498E+00	4.683E-02
6	4.450E+00	3.570E+00	-3.581E+00	-6.504E-02
7	4.450E+00	5.891E+00	-8.032E+00	-9.534E-02
8	4.450E+00	1.510E+01	1.274E+01	-1.485E-01
9	4.450E+00	2.950E+01	-4.930E+00	-5.790E-01
0	4.475E+00	-7.192E-03	5.356E-03	1.227E-04
1	4.475E+00	2.159E-01	2.243E-01	1.171E-02
2	4.475E+00	5.616E-01	4.518E-01	-2.657E-02
3	4.475E+00	-9.116E-01	-4.290E-01	1.488E-04
4	4.475E+00	-9.092E-01	-4.303E-01	-8.928E-05
5	4.475E+00	-7.475E-01	1.455E+00	4.865E-02
6	4.475E+00	3.617E+00	-3.529E+00	-6.632E-02
7	4.475E+00	5.929E+00	-8.002E+00	-9.738E-02
8	4.475E+00	1.508E+01	1.276E+01	-1.481E-01
9	4.475E+00	2.951E+01	-4.901E+00	-5.797E-01
0	4.500E+00	-7.247E-03	5.295E-03	1.245E-04
1	4.500E+00	-7.416E-02	3.067E-01	3.054E-02
2	4.500E+00	4.297E-01	5.802E-01	-1.720E-02
3	4.500E+00	-8.354E-01	-5.655E-01	1.535E-04
4	4.500E+00	-8.350E-01	-5.628E-01	1.953E-04
5	4.500E+00	-8.544E-01	1.403E+00	5.020E-02
6	4.500E+00	3.664E+00	-3.476E+00	-6.759E-02
7	4.500E+00	5.967E+00	-7.972E+00	-9.942E-02
8	4.500E+00	1.505E+01	1.279E+01	-1.477E-01
9	4.500E+00	2.951E+01	-4.873E+00	-5.804E-01
0	4.525E+00	-7.300E-03	5.233E-03	1.262E-04
1	4.525E+00	-3.216E-01	1.620E-01	2.675E-02
2	4.525E+00	2.694E-01	6.711E-01	-6.700E-03
3	4.525E+00	-7.392E-01	-6.880E-01	1.594E-04
4	4.525E+00	-7.413E-01	-6.891E-01	3.118E-04
5	4.525E+00	-9.564E-01	1.344E+00	5.146E-02
6	4.525E+00	3.711E+00	-3.423E+00	-6.885E-02
7	4.525E+00	6.005E+00	-7.941E+00	-1.015E-01
8	4.525E+00	1.503E+01	1.282E+01	-1.473E-01
9	4.525E+00	2.952E+01	-4.844E+00	-5.811E-01
0	4.550E+00	-7.353E-03	5.171E-03	1.280E-04
1	4.550E+00	-4.044E-01	-7.641E-02	7.944E-03
2	4.550E+00	9.093E-02	7.185E-01	4.246E-03
3	4.550E+00	-6.255E-01	-7.940E-01	1.706E-04
4	4.550E+00	-6.231E-01	-7.953E-01	-7.227E-05
5	4.550E+00	-1.053E+00	1.277E+00	5.244E-02
6	4.550E+00	3.756E+00	-3.369E+00	-7.009E-02
7	4.550E+00	6.042E+00	-7.911E+00	-1.035E-01
8	4.550E+00	1.501E+01	1.284E+01	-1.469E-01
9	4.550E+00	2.952E+01	-4.816E+00	-5.818E-01
0	4.575E+00	-7.405E-03	5.108E-03	1.297E-04
1	4.575E+00	-3.417E-01	-2.903E-01	-1.422E-02
2	4.575E+00	-9.395E-02	7.189E-01	1.492E-02
3	4.575E+00	-4.969E-01	-8.809E-01	1.726E-04
4	4.575E+00	-4.964E-01	-8.783E-01	2.179E-04
5	4.575E+00	-1.144E+00	1.203E+00	5.312E-02
6	4.575E+00	3.801E+00	-3.314E+00	-7.132E-02
7	4.575E+00	6.080E+00	-7.880E+00	-1.055E-01
8	4.575E+00	1.498E+01	1.287E+01	-1.465E-01
9	4.575E+00	2.952E+01	-4.788E+00	-5.825E-01
0	4.600E+00	-7.456E-03	5.044E-03	1.314E-04
1	4.600E+00	-1.856E-01	-4.244E-01	-3.263E-02
2	4.600E+00	-2.731E-01	6.723E-01	2.462E-02
3	4.600E+00	-3.567E-01	-9.467E-01	1.756E-04
4	4.600E+00	-3.589E-01	-9.477E-01	3.361E-04
5	4.600E+00	-1.229E+00	1.123E+00	5.352E-02
6	4.600E+00	3.845E+00	-3.258E+00	-7.253E-02
7	4.600E+00	6.117E+00	-7.849E+00	-1.076E-01
8	4.600E+00	1.496E+01	1.289E+01	-1.461E-01
9	4.600E+00	2.953E+01	-4.759E+00	-5.831E-01
0	4.625E+00	-7.506E-03	4.980E-03	1.331E-04
1	4.625E+00	1.385E-02	-4.550E-01	-4.316E-02
2	4.625E+00	-4.347E-01	5.816E-01	3.270E-02
3	4.625E+00	-2.083E-01	-9.900E-01	1.838E-04
4	4.625E+00	-2.060E-01	-9.913E-01	-5.757E-05
5	4.625E+00	-1.307E+00	1.037E+00	5.363E-02
6	4.625E+00	3.888E+00	-3.202E+00	-7.373E-02
7	4.625E+00	6.155E+00	-7.817E+00	-1.096E-01
8	4.625E+00	1.494E+01	1.292E+01	-1.457E-01
9	4.625E+00	2.953E+01	-4.731E+00	-5.838E-01
0	4.650E+00	-7.556E-03	4.915E-03	1.348E-04
1	4.650E+00	2.072E-01	-3.718E-01	-4.294E-02
2	4.650E+00	-5.680E-01	4.527E-01	3.862E-02
3	4.650E+00	-5.509E-02	-1.010E+00	1.825E-04
4	4.650E+00	-5.465E-02	-1.007E+00	2.261E-04
5	4.650E+00	-1.378E+00	9.446E-01	5.345E-02
6	4.650E+00	3.931E+00	-3.145E+00	-7.492E-02
7	4.650E+00	6.192E+00	-7.786E+00	-1.116E-01
8	4.650E+00	1.491E+01	1.294E+01	-1.453E-01
9	4.650E+00	2.954E+01	-4.702E+00	-5.845E-01
0	4.675E+00	-7.606E-03	4.850E-03	1.365E-04
1	4.675E+00	3.347E-01	-1.788E-01	-3.005E-02
2	4.675E+00	-6.643E-01	2.941E-01	4.200E-02
3	4.675E+00	9.923E-02	-1.006E+00	1.821E-04
4	4.675E+00	9.699E-02	-1.007E+00	3.427E-04
5	4.675E+00	-1.442E+00	8.476E-01	5.298E-02
6	4.675E+00	3.973E+00	-3.088E+00	-7.610E-02
7	4.675E+00	6.229E+00	-7.754E+00	-1.136E-01
8	4.675E+00	1.489E+01	1.297E+01	-1.449E-01
9	4.675E+00	2.954E+01	-4.674E+00	-5.852E-01
0	4.700E+00	-7.654E-03	4.784E-03	1.381E-04
1	4.700E+00	3.196E-01	8.308E-02	-5.282E-03
2	4.700E+00	-7.171E-01	1.165E-01	4.261E-02
3	4.700E+00	2.510E-01	-9.783E-01	1.868E-04
4	4.700E+00	2.532E-01	-9.797E-01	-4.833E-05
5	4.700E+00	-1.498E+00	7.461E-01	5.223E-02
6	4.700E+00	4.014E+00	-3.030E+00	-7.725E-02
7	4.700E+00	6.266E+00	-7.722E+00	-1.157E-01
8	4.700E+00	1.486E+01	1.299E+01	-1.445E-01
9	4.700E+00	2.955E+01	-4.645E+00	-5.859E-01
0	4.725E+00	-7.702E-03	4.717E-03	1.398E-04
1	4.725E+00	1.081E-01	2.863E-01	2.166E-02
2	4.725E+00	-7.232E-01	-6.854E-02	4.042E-02
3	4.725E+00	3.967E-01	-9.277E-01	1.822E-04
4	4.725E+00	3.972E-01	-9.251E-01	2.238E-04
5	4.725E+00	-1.546E+00	6.406E-01	5.121E-02
6	4.725E+00	4.054E+00	-2.972E+00	-7.840E-02
7	4.725E+00	6.302E+00	-7.690E+00	-1.177E-01
8	4.725E+00	1.484E+01	1.302E+01	-1.441E-01
9	4.725E+00	2.955E+01	-4.617E+00	-5.866E-01
0	4.750E+00	-7.749E-03	4.650E-03	1.414E-04
1	4.750E+00	-1.911E-01	2.694E-01	3.167E-02
2	4.750E+00	-6.823E-01	-2.488E-01	3.559E-02
3	4.750E+00	5.330E-01	-8.551E-01	1.786E-04
4	4.750E+00	5.307E-01	-8.562E-01	3.305E-04
5	4.750E+00	-1.586E+00	5.317E-01	4.991E-02
6	4.750E+00	4.093E+00	-2.912E+00	-7.953E-02
7	4.750E+00	6.339E+00	-7.658E+00	-1.197E-01
8	4.750E+00	1.482E+01	1.305E+01	-1.437E-01
9	4.750E+00	2.956E+01	-4.588E+00	-5.873E-01
0	4.775E+00	-7.796E-03	4.582E-03	1.431E-04
1	4.775E+00	-3.760E-01	6.809E-02	2.024E-02
2	4.775E+00	-5.974E-01	-4.124E-01	2.844E-02
3	4.775E+00	6.564E-01	-7.624E-01	1.801E-04
4	4.775E+00	6.587E-01	-7.637E-01	-4.945E-05
5	4.775E+00	-1.618E+00	4.200E-01	4.834E-02
6	4.775E+00	4.132E+00	-2.853E+00	-8.064E-02
7	4.775E+00	6.375E+00	-7.625E+00	-1.217E-01
8	4.775E+00	1.479E+01	1.307E+01	-1.433E-01
9	4.775E+00	2.956E+01	-4.560E+00	-5.880E-01
0	4.800E+00	-7.842E-03	4.513E-03	1.447E-04
1	4.800E+00	-3.943E-01	-1.704E-01	-1.063E-03
2	4.800E+00	-4.741E-01	-5.490E-01	1.945E-02
3	4.800E+00	7.643E-01	-6.516E-01	1.727E-04
4	4.800E+00	7.649E-01	-6.490E-01	2.168E-04
5	4.800E+00	-1.641E+00	3.061E-01	4.652E-02
6	4.800E+00	4.170E+00	-2.793E+00	-8.174E-02
7	4.800E+00	6.411E+00	-7.593E+00	-1.237E-01
8	4.800E+00	1.477E+01	1.310E+01	-1.429E-01
9	4.800E+00	2.956E+01	-4.531E+00	-5.886E-01
0	4.825E+00	-7.887E-03	4.444E-03	1.464E-04
1	4.825E+00	-2.877E-01	-3.563E-01	-2.235E-02
2	4.825E+00	-3.206E-01	-6.498E-01	9.214E-03
3	4.825E+00	8.539E-01	-5.252E-01	1.668E-04
4	4.825E+00	8.517E-01	-5.262E-01	3.068E-04
5	4.825E+00	-1.655E+00	1.906E-01	4.444E-02
6	4.825E+00	4.207E+00	-2.732E+00	-8.282E-02
7	4.825E+00	6.447E+00	-7.560E+00	-1.257E-01
8	4.825E+00	1.474E+01	1.312E+01	-1.425E-01
9	4.825E+00	2.957E+01	-4.503E+00	-5.893E-01
0	4.850E+00	-7.931E-03	4.374E-03	1.480E-04
1	4.850E+00	-1.083E-01	-4.507E-01	-3.798E-02
2	4.850E+00	-1.470E-01	-7.084E-01	-1.608E-03
3	4.850E+00	9.230E-01	-3.862E-01	1.660E-04
4	4.850E+00	9.252E-01	-3.876E-01	-6.335E-05
5	4.850E+00	-1.660E+00	7.404E-02	4.213E-02
6	4.850E+00	4.243E+00	-2.671E+00	-8.388E-02
7	4.850E+00	6.483E+00	-7.527E+00	-1.277E-01
8	4.850E+00	1.472E+01	1.315E+01	-1.421E-01
9	4.850E+00	2.957E+01	-4.474E+00	-5.900E-01
0	4.875E+00	-7.974E-03	4.303E-03	1.496E-04
1	4.875E+00	9.498E-02	-4.360E-01	-4.448E-02
2	4.875E+00	3.548E-02	-7.215E-01	-1.232E-02
3	4.875E+00	9.698E-01	-2.379E-01	1.569E-04
4	4.875E+00	9.704E-01	-2.353E-01	2.092E-04
5	4.875E+00	-1.656E+00	-4.289E-02	3.959E-02
6	4.875E+00	4.279E+00	-2.609E+00	-8.493E-02
7	4.875E+00	6.519E+00	-7.494E+00	-1.297E-01
8	4.875E+00	1.470E+01	1.317E+01	-1.417E-01
9	4.875E+00	2.958E+01	-4.446E+00	-5.907E-01
0	4.900E+00	-8.016E-03	4.232E-03	1.511E-04
1	4.900E+00	2.700E-01	-3.068E-01	-3.931E-02
2	4.900E+00	2.152E-01	-6.881E-01	-2.223E-02
3	4.900E+00	9.930E-01	-8.374E-02	1.500E-04
4	4.900E+00	9.909E-01	-8.473E-02	2.836E-04
5	4.900E+00	-1.643E+00	-1.596E-01	3.683E-02
6	4.900E+00	4.313E+00	-2.546E+00	-8.596E-02
7	4.900E+00	6.554E+00	-7.460E+00	-1.317E-01
8	4.900E+00	1.467E+01	1.320E+01	-1.413E-01
9	4.900E+00	2.958E+01	-4.417E+00	-5.914E-01
0	4.925E+00	-8.058E-03	4.159E-03	1.527E-04
1	4.925E+00	3.499E-01	-7.742E-02	-2.122E-02
2	4.925E+00	3.808E-01	-6.107E-01	-3.072E-02
3	4.925E+00	9.919E-01	7.254E-02	1.485E-04
4	4.925E+00	9.942E-01	7.113E-02	-8.650E-05
5	4.925E+00	-1.621E+00	-2.753E-01	3.386E-02
6	4.925E+00	4.347E+00	-2.484E+00	-8.698E-02
7	4.925E+00	6.589E+00	-7.427E+00	-1.337E-01
8	4.925E+00	1.465E+01	1.322E+01	-1.409E-01
9	4.925E+00	2.958E+01	-4.389E+00	-5.921E-01
0	4.950E+00	-8.098E-03	4.087E-03	1.542E-04
1	4.950E+00	2.564E-01	1.823E-01	6.385E-03
2	4.950E+00	5.216E-01	-4.942E-01	-3.725E-02
3	4.950E+00	9.665E-01	2.271E-01	1.391E-04
4	4.950E+00	9.671E-01	2.297E-01	2.015E-04
5	4.950E+00	-1.590E+00	-3.895E-01	3.071E-02
6	4.950E+00	4.380E+00	-2.420E+00	-8.798E-02
7	4.950E+00	6.625E+00	-7.393E+00	-1.357E-01
8	4.950E+00	1.462E+01	1.325E+01	-1.405E-01
9	4.950E+00	2.959E+01	-4.360E+00	-5.928E-01
0	4.975E+00	-8.137E-03	4.013E-03	1.557E-04
1	4.975E+00	-1.573E-02	3.091E-01	2.862E-02
2	4.975E+00	6.287E-01	-3.461E-01	-4.140E-02
3	4.975E+00	9.170E-01	3.762E-01	1.327E-04
4	4.975E+00	9.148E-01	3.753E-01	2.704E-04
5	4.975E+00	-1.550E+00	-5.014E-01	2.739E-02
6	4.975E+00	4.412E+00	-2.357E+00	-8.896E-02
7	4.975E+00	6.660E+00	-7.359E+00	-1.377E-01
8	4.975E+00	1.460E+01	1.327E+01	-1.401E-01
9	4.975E+00	2.959E+01	-4.332E+00	-5.934E-01
0	5.000E+00	-8.175E-03	3.940E-03	1.572E-04
1	5.000E+00	-2.867E-01	2.009E-01	2.911E-02
2	5.000E+00	6.954E-01	-1.756E-01	-4.290E-02
3	5.000E+00	8.444E-01	5.161E-01	1.323E-04
4	5.000E+00	8.467E-01	5.147E-01	-1.096E-04
5	5.000E+00	-1.501E+00	-6.105E-01	2.390E-02
6	5.000E+00	4.443E+00	-2.292E+00	-8.992E-02
7	5.000E+00	6.694E+00	-7.325E+00	-1.397E-01
8	5.000E+00	1.457E+01	1.330E+01	-1.397E-01
9	5.000E+00	2.960E+01	-4.303E+00	-5.941E-01
0	5.025E+00	-8.213E-03	3.865E-03	1.587E-04
1	5.025E+00	-4.023E-01	-3.093E-02	1.218E-02
2	5.025E+00	7.171E-01	6.261E-03	-4.166E-02
3	5.025E+00	7.506E-01	6.430E-01	1.242E-04
4	5.025E+00	7.512E-01	6.457E-01	1.932E-04
5	5.025E+00	-1.443E+00	-7.159E-01	2.028E-02
6	5.025E+00	4.474E+00	-2.228E+00	-9.087E-02
7	5.025E+00	6.729E+00	-7.290E+00	-1.417E-01
8	5.025E+00	1.455E+01	1.332E+01	-1.393E-01
9	5.025E+00	2.960E+01	-4.275E+00	-5.948E-01
0	5.050E+00	-8.249E-03	3.791E-03	1.601E-04
1	5.050E+00	-3.638E-01	-2.552E-01	-1.001E-02
2	5.050E+00	6.924E-01	1.880E-01	-3.775E-02
3	5.050E+00	6.377E-01	7.540E-01	1.197E-04
4	5.050E+00	6.354E-01	7.532E-01	2.683E-04
5	5.050E+00	-1.377E+00	-8.170E-01	1.654E-02
6	5.050E+00	4.503E+00	-2.163E+00	-9.180E-02
7	5.050E+00	6.764E+00	-7.256E+00	-1.436E-01
8	5.050E+00	1.453E+01	1.335E+01	-1.389E-01
9	5.050E+00	2.960E+01	-4.246E+00	-5.955E-01
0	5.075E+00	-8.284E-03	3.716E-03	1.615E-04
1	5.075E+00	-2.219E-01	-4.073E-01	-2.953E-02
2	5.075E+00	6.227E-01	3.579E-01	-3.139E-02
3	5.075E+00	5.083E-01	8.459E-01	1.219E-04
4	5.075E+00	5.106E-01	8.445E-01	-1.217E-04
5	5.075E+00	-1.303E+00	-9.132E-01	1.270E-02
6	5.075E+00	4.532E+00	-2.097E+00	-9.271E-02
7	5.075E+00	6.798E+00	-7.221E+00	-1.456E-01
8	5.075E+00	1.450E+01	1.337E+01	-1.384E-01
9	5.075E+00	2.961E+01	-4.217E+00	-5.962E-01
0	5.100E+00	-8.318E-03	3.640E-03	1.629E-04
1	5.100E+00	-2.701E-02	-4.591E-01	-4.184E-02
2	5.100E+00	5.123E-01	5.049E-01	-2.300E-02
3	5.100E+00	3.658E-01	9.162E-01	1.166E-04
4	5.100E+00	3.664E-01	9.188E-01	1.864E-04
5	5.100E+00	-1.220E+00	-1.004E+00	8.778E-03
6	5.100E+00	4.559E+00	-2.031E+00	-9.360E-02
7	5.100E+00	6.832E+00	-7.186E+00	-1.476E-01
8	5.100E+00	1.448E+01	1.340E+01	-1.380E-01
9	5.100E+00	2.961E+01	-4.189E+00	-5.968E-01
0	5.125E+00	-8.351E-03	3.565E-03	1.643E-04
1	5.125E+00	1.718E-01	-3.982E-01	-4.389E-02
2	5.125E+00	3.681E-01	6.193E-01	-1.311E-02
3	5.125E+00	2.137E-01	9.632E-01	1.152E-04
4	5.125E+00	2.114E-01	9.624E-01	2.706E-04
5	5.125E+00	-1.130E+00	-1.088E+00	4.804E-03
6	5.125E+00	4.586E+00	-1.965E+00	-9.447E-02
7	5.125E+00	6.866E+00	-7.151E+00	-1.495E-01
8	5.125E+00	1.445E+01	1.342E+01	-1.376E-01
9	5.125E+00	2.962E+01	-4.160E+00	-5.975E-01
0	5.150E+00	-8.383E-03	3.489E-03	1.656E-04
1	5.150E+00	3.176E-01	-2.249E-01	-3.353E-02
2	5.150E+00	1.993E-01	6.936E-01	-2.345E-03
3	5.150E+00	5.585E-02	9.854E-01	1.208E-04
4	5.150E+00	5.803E-02	9.840E-01	-1.170E-04
5	5.150E+00	-1.033E+00	-1.165E+00	8.014E-04
6	5.150E+00	4.612E+00	-1.898E+00	-9.533E-02
7	5.150E+00	6.900E+00	-7.116E+00	-1.515E-01
8	5.150E+00	1.443E+01	1.344E+01	-1.372E-01
9	5.150E+00	2.962E+01	-4.132E+00	-5.982E-01
0	5.175E+00	-8.415E-03	3.413E-03	1.669E-04
1	5.175E+00	3.364E-01	3.030E-02	-1.068E-02
2	5.175E+00	1.687E-02	7.226E-01	8.579E-03
3	5.175E+00	-1.036E-01	9.822E-01	1.191E-04
4	5.175E+00	-1.030E-01	9.848E-01	1.870E-04
5	5.175E+00	-9.284E-01	-1.234E+00	-3.206E-03
6	5.175E+00	4.637E+00	-1.831E+00	-9.616E-02
7	5.175E+00	6.933E+00	-7.080E+00	-1.535E-01
8	5.175E+00	1.440E+01	1.347E+01	-1.368E-01
9	5.175E+00	2.962E+01	-4.103E+00	-5.989E-01
0	5.200E+00	-8.445E-03	3.336E-03	1.682E-04
1	5.200E+00	1.612E-01	2.595E-01	1.726E-02
2	5.200E+00	-1.672E-01	7.043E-01	1.895E-02
3	5.200E+00	-2.606E-01	9.537E-01	1.213E-04
4	5.200E+00	-2.630E-01	9.530E-01	2.722E-04
5	5.200E+00	-8.181E-01	-1.295E+00	-7.190E-03
6	5.200E+00	4.661E+00	-1.763E+00	-9.698E-02
7	5.200E+00	6.967E+00	-7.045E+00	-1.554E-01
8	5.200E+00	1.438E+01	1.349E+01	-1.364E-01
9	5.200E+00	2.963E+01	-4.075E+00	-5.996E-01
0	5.225E+00	-8.474E-03	3.260E-03	1.695E-04
1	5.225E+00	-1.385E-01	2.901E-01	3.168E-02
2	5.225E+00	-3.408E-01	6.397E-01	2.808E-02
3	5.225E+00	-4.112E-01	9.006E-01	1.304E-04
4	5.225E+00	-4.090E-01	8.992E-01	-9.890E-05
5	5.225E+00	-7.022E-01	-1.348E+00	-1.112E-02
6	5.225E+00	4.684E+00	-1.695E+00	-9.778E-02
7	5.225E+00	7.000E+00	-7.009E+00	-1.574E-01
8	5.225E+00	1.435E+01	1.352E+01	-1.360E-01
9	5.225E+00	2.963E+01	-4.046E+00	-6.002E-01
0	5.250E+00	-8.502E-03	3.183E-03	1.708E-04
1	5.250E+00	-3.548E-01	1.125E-01	2.365E-02
2	5.250E+00	-4.923E-01	5.330E-01	3.536E-02
3	5.250E+00	-5.512E-01	8.242E-01	1.324E-04
4	5.250E+00	-5.506E-01	8.268E-01	2.017E-04
5	5.250E+00	-5.815E-01	-1.390E+00	-1.498E-02
6	5.250E+00	4.706E+00	-1.627E+00	-9.856E-02
7	5.250E+00	7.033E+00	-6.973E+00	-1.593E-01
8	5.250E+00	1.433E+01	1.354E+01	-1.356E-01
9	5.250E+00	2.963E+01	-4.018E+00	-6.009E-01
0	5.275E+00	-8.530E-03	3.106E-03	1.720E-04
1	5.275E+00	-4.031E-01	-1.279E-01	3.329E-03
2	5.275E+00	-6.119E-01	3.912E-01	4.032E-02
3	5.275E+00	-6.773E-01	7.268E-01	1.382E-04
4	5.275E+00	-6.796E-01	7.260E-01	2.764E-04
5	5.275E+00	-4.566E-01	-1.423E+00	-1.872E-02
6	5.275E+00	4.727E+00	-1.559E+00	-9.931E-02
7	5.275E+00	7.066E+00	-6.937E+00	-1.613E-01
8	5.275E+00	1.430E+01	1.357E+01	-1.352E-01
9	5.275E+00	2.964E+01	-3.989E+00	-6.016E-01
0	5.300E+00	-8.557E-03	3.029E-03	1.733E-04
1	5.300E+00	-3.165E-01	-3.280E-01	-1.849E-02
2	5.300E+00	-6.915E-01	2.238E-01	4.261E-02
3	5.300E+00	-7.862E-01	6.106E-01	1.501E-04
4	5.300E+00	-7.841E-01	6.091E-01	-7.572E-05
5	5.300E+00	-3.284E-01	-1.445E+00	-2.233E-02
6	5.300E+00	4.748E+00	-1.490E+00	-1.001E-01
7	5.300E+00	7.099E+00	-6.900E+00	-1.632E-01
8	5.300E+00	1.428E+01	1.359E+01	-1.347E-01
9	5.300E+00	2.964E+01	-3.960E+00	-6.023E-01
0	5.325E+00	-8.583E-03	2.952E-03	1.745E-04
1	5.325E+00	-1.474E-01	-4.419E-01	-3.553E-02
2	5.325E+00	-7.261E-01	4.178E-02	4.211E-02
3	5.325E+00	-8.751E-01	4.788E-01	1.547E-04
4	5.325E+00	-8.744E-01	4.814E-01	2.312E-04
5	5.325E+00	-1.978E-01	-1.456E+00	-2.576E-02
6	5.325E+00	4.767E+00	-1.421E+00	-1.008E-01
7	5.325E+00	7.132E+00	-6.864E+00	-1.651E-01
8	5.325E+00	1.425E+01	1.362E+01	-1.343E-01
9	5.325E+00	2.964E+01	-3.932E+00	-6.029E-01
0	5.350E+00	-8.608E-03	2.874E-03	1.758E-04
1	5.350E+00	5.515E-02	-4.491E-01	-4.402E-02
2	5.350E+00	-7.135E-01	-1.428E-01	3.885E-02
3	5.350E+00	-9.419E-01	3.350E-01	1.628E-04
4	5.350E+00	-9.442E-01	3.343E-01	2.906E-04
5	5.350E+00	-6.569E-02	-1.456E+00	-2.900E-02
6	5.350E+00	4.785E+00	-1.351E+00	-1.015E-01
7	5.350E+00	7.164E+00	-6.827E+00	-1.671E-01
8	5.350E+00	1.423E+01	1.364E+01	-1.339E-01
9	5.350E+00	2.965E+01	-3.903E+00	-6.036E-01
