v0	t	earth_x	earth_y	U	K
1.42	5.200E+01	-8.396E+01	2.445E+01	-1.354E-06	2.385E-06
1.42	5.300E+01	-8.519E+01	2.471E+01	-1.335E-06	2.366E-06
1.42	5.400E+01	-8.642E+01	2.496E+01	-1.317E-06	2.347E-06
1.42	5.500E+01	-8.765E+01	2.521E+01	-1.299E-06	2.329E-06
1.42	5.600E+01	-8.886E+01	2.546E+01	-1.281E-06	2.312E-06
1.42	5.700E+01	-9.008E+01	2.570E+01	-1.264E-06	2.295E-06
1.42	5.800E+01	-9.129E+01	2.595E+01	-1.248E-06	2.278E-06
1.42	5.900E+01	-9.249E+01	2.619E+01	-1.232E-06	2.262E-06
1.42	6.000E+01	-9.370E+01	2.644E+01	-1.217E-06	2.247E-06
1.42	6.100E+01	-9.489E+01	2.668E+01	-1.202E-06	2.232E-06
1.42	6.200E+01	-9.609E+01	2.692E+01	-1.187E-06	2.217E-06
1.42	6.300E+01	-9.728E+01	2.716E+01	-1.173E-06	2.203E-06
1.42	6.400E+01	-9.846E+01	2.740E+01	-1.159E-06	2.189E-06
1.42	6.500E+01	-9.964E+01	2.764E+01	-1.145E-06	2.176E-06
1.42	6.600E+01	-1.008E+02	2.788E+01	-1.132E-06	2.163E-06
1.42	6.700E+01	-1.020E+02	2.811E+01	-1.119E-06	2.150E-06
1.42	6.800E+01	-1.032E+02	2.835E+01	-1.107E-06	2.137E-06
1.42	6.900E+01	-1.043E+02	2.858E+01	-1.095E-06	2.125E-06
1.42	7.000E+01	-1.055E+02	2.882E+01	-1.083E-06	2.113E-06
1.42	7.100E+01	-1.067E+02	2.905E+01	-1.071E-06	2.102E-06
1.42	7.200E+01	-1.078E+02	2.928E+01	-1.060E-06	2.090E-06
1.42	7.300E+01	-1.090E+02	2.951E+01	-1.049E-06	2.079E-06
1.42	7.400E+01	-1.101E+02	2.975E+01	-1.038E-06	2.069E-06
1.42	7.500E+01	-1.113E+02	2.997E+01	-1.028E-06	2.058E-06
1.42	7.600E+01	-1.124E+02	3.020E+01	-1.017E-06	2.048E-06
1.42	7.700E+01	-1.136E+02	3.043E+01	-1.007E-06	2.038E-06
1.42	7.800E+01	-1.147E+02	3.066E+01	-9.974E-07	2.028E-06
1.42	7.900E+01	-1.159E+02	3.089E+01	-9.878E-07	2.018E-06
1.42	8.000E+01	-1.170E+02	3.111E+01	-9.783E-07	2.009E-06
1.42	8.100E+01	-1.181E+02	3.134E+01	-9.691E-07	1.999E-06
1.42	8.200E+01	-1.193E+02	3.156E+01	-9.600E-07	1.990E-06
1.42	8.300E+01	-1.204E+02	3.179E+01	-9.512E-07	1.982E-06
1.42	8.400E+01	-1.215E+02	3.201E+01	-9.425E-07	1.973E-06
1.42	8.500E+01	-1.226E+02	3.223E+01	-9.340E-07	1.964E-06
1.42	8.600E+01	-1.238E+02	3.245E+01	-9.257E-07	1.956E-06
1.42	8.700E+01	-1.249E+02	3.267E+01	-9.175E-07	1.948E-06
1.42	8.800E+01	-1.260E+02	3.290E+01	-9.095E-07	1.940E-06
1.42	8.900E+01	-1.271E+02	3.312E+01	-9.017E-07	1.932E-06
1.42	9.000E+01	-1.282E+02	3.333E+01	-8.940E-07	1.924E-06
1.42	9.100E+01	-1.293E+02	3.355E+01	-8.864E-07	1.917E-06
1.42	9.200E+01	-1.304E+02	3.377E+01	-8.790E-07	1.909E-06
1.42	9.300E+01	-1.315E+02	3.399E+01	-8.717E-07	1.902E-06
1.42	9.400E+01	-1.326E+02	3.421E+01	-8.646E-07	1.895E-06
1.42	9.500E+01	-1.338E+02	3.442E+01	-8.575E-07	1.888E-06
1.42	9.600E+01	-1.349E+02	3.464E+01	-8.507E-07	1.881E-06
1.42	9.700E+01	-1.359E+02	3.486E+01	-8.439E-07	1.874E-06
1.42	9.800E+01	-1.370E+02	3.507E+01	-8.372E-07	1.868E-06
1.42	9.900E+01	-1.381E+02	3.529E+01	-8.307E-07	1.861E-06
1.42	1.000E+02	-1.392E+02	3.550E+01	-8.243E-07	1.855E-06
1.42	1.010E+02	-1.403E+02	3.572E+01	-8.180E-07	1.848E-06
1.42	1.020E+02	-1.414E+02	3.593E+01	-8.117E-07	1.842E-06
1.42	1.030E+02	-1.425E+02	3.614E+01	-8.056E-07	1.836E-06
1.42	1.040E+02	-1.436E+02	3.635E+01	-7.996E-07	1.830E-06
1.42	1.050E+02	-1.447E+02	3.657E+01	-7.937E-07	1.824E-06
1.42	1.060E+02	-1.457E+02	3.678E+01	-7.879E-07	1.818E-06
1.42	1.070E+02	-1.468E+02	3.699E+01	-7.822E-07	1.813E-06
1.42	1.080E+02	-1.479E+02	3.720E+01	-7.766E-07	1.807E-06
1.42	1.090E+02	-1.490E+02	3.741E+01	-7.710E-07	1.801E-06
1.42	1.100E+02	-1.501E+02	3.762E+01	-7.656E-07	1.796E-06
1.42	1.110E+02	-1.511E+02	3.783E+01	-7.602E-07	1.791E-06
1.42	1.120E+02	-1.522E+02	3.804E+01	-7.549E-07	1.785E-06
1.42	1.130E+02	-1.533E+02	3.825E+01	-7.497E-07	1.780E-06
1.42	1.140E+02	-1.543E+02	3.846E+01	-7.446E-07	1.775E-06
1.42	1.150E+02	-1.554E+02	3.866E+01	-7.396E-07	1.770E-06
1.42	1.160E+02	-1.565E+02	3.887E+01	-7.346E-07	1.765E-06
1.42	1.170E+02	-1.575E+02	3.908E+01	-7.297E-07	1.760E-06
1.42	1.180E+02	-1.586E+02	3.929E+01	-7.249E-07	1.755E-06
1.42	1.190E+02	-1.597E+02	3.949E+01	-7.201E-07	1.750E-06
1.42	1.200E+02	-1.607E+02	3.970E+01	-7.154E-07	1.746E-06
1.42	1.210E+02	-1.618E+02	3.990E+01	-7.108E-07	1.741E-06
1.42	1.220E+02	-1.628E+02	4.011E+01	-7.062E-07	1.737E-06
1.42	1.230E+02	-1.639E+02	4.032E+01	-7.017E-07	1.732E-06
1.42	1.240E+02	-1.649E+02	4.052E+01	-6.973E-07	1.728E-06
1.42	1.250E+02	-1.660E+02	4.073E+01	-6.929E-07	1.723E-06
1.42	1.260E+02	-1.670E+02	4.093E+01	-6.886E-07	1.719E-06
1.42	1.270E+02	-1.681E+02	4.113E+01	-6.844E-07	1.715E-06
1.42	1.280E+02	-1.691E+02	4.134E+01	-6.802E-07	1.711E-06
1.42	1.290E+02	-1.702E+02	4.154E+01	-6.760E-07	1.706E-06
1.42	1.300E+02	-1.712E+02	4.174E+01	-6.720E-07	1.702E-06
1.42	1.310E+02	-1.723E+02	4.195E+01	-6.679E-07	1.698E-06
1.42	1.320E+02	-1.733E+02	4.215E+01	-6.640E-07	1.694E-06
1.42	1.330E+02	-1.744E+02	4.235E+01	-6.600E-07	1.690E-06
1.42	1.340E+02	-1.754E+02	4.255E+01	-6.562E-07	1.687E-06
1.42	1.350E+02	-1.765E+02	4.275E+01	-6.523E-07	1.683E-06
1.42	1.360E+02	-1.775E+02	4.295E+01	-6.486E-07	1.679E-06
1.42	1.370E+02	-1.785E+02	4.316E+01	-6.448E-07	1.675E-06
1.42	1.380E+02	-1.796E+02	4.336E+01	-6.411E-07	1.671E-06
1.42	1.390E+02	-1.806E+02	4.356E+01	-6.375E-07	1.668E-06
1.42	1.400E+02	-1.816E+02	4.376E+01	-6.339E-07	1.664E-06
1.42	1.410E+02	-1.827E+02	4.396E+01	-6.304E-07	1.661E-06
1.42	1.420E+02	-1.837E+02	4.416E+01	-6.269E-07	1.657E-06
1.42	1.430E+02	-1.847E+02	4.436E+01	-6.234E-07	1.654E-06
1.42	1.440E+02	-1.858E+02	4.456E+01	-6.200E-07	1.650E-06
1.42	1.450E+02	-1.868E+02	4.475E+01	-6.166E-07	1.647E-06
1.42	1.460E+02	-1.878E+02	4.495E+01	-6.133E-07	1.644E-06
1.42	1.470E+02	-1.888E+02	4.515E+01	-6.099E-07	1.640E-06
1.42	1.480E+02	-1.899E+02	4.535E+01	-6.067E-07	1.637E-06
1.42	1.490E+02	-1.909E+02	4.555E+01	-6.035E-07	1.634E-06
1.42	1.500E+02	-1.919E+02	4.574E+01	-6.003E-07	1.631E-06
1.42	1.510E+02	-1.929E+02	4.594E+01	-5.971E-07	1.627E-06
1.42	1.520E+02	-1.940E+02	4.614E+01	-5.940E-07	1.624E-06
1.42	1.530E+02	-1.950E+02	4.634E+01	-5.909E-07	1.621E-06
1.42	1.540E+02	-1.960E+02	4.653E+01	-5.879E-07	1.618E-06
1.42	1.550E+02	-1.970E+02	4.673E+01	-5.849E-07	1.615E-06
1.42	1.560E+02	-1.981E+02	4.693E+01	-5.819E-07	1.612E-06
1.42	1.570E+02	-1.991E+02	4.712E+01	-5.789E-07	1.609E-06
1.42	1.580E+02	-2.001E+02	4.732E+01	-5.760E-07	1.606E-06
1.42	1.590E+02	-2.011E+02	4.751E+01	-5.732E-07	1.604E-06
1.42	1.600E+02	-2.021E+02	4.771E+01	-5.703E-07	1.601E-06
1.42	1.610E+02	-2.031E+02	4.790E+01	-5.675E-07	1.598E-06
1.42	1.620E+02	-2.041E+02	4.810E+01	-5.647E-07	1.595E-06
1.42	1.630E+02	-2.052E+02	4.829E+01	-5.619E-07	1.592E-06
1.42	1.640E+02	-2.062E+02	4.849E+01	-5.592E-07	1.590E-06
1.42	1.650E+02	-2.072E+02	4.868E+01	-5.565E-07	1.587E-06
1.42	1.660E+02	-2.082E+02	4.888E+01	-5.538E-07	1.584E-06
1.42	1.670E+02	-2.092E+02	4.907E+01	-5.512E-07	1.582E-06
1.42	1.680E+02	-2.102E+02	4.926E+01	-5.486E-07	1.579E-06
1.42	1.690E+02	-2.112E+02	4.946E+01	-5.460E-07	1.576E-06
1.42	1.700E+02	-2.122E+02	4.965E+01	-5.434E-07	1.574E-06
1.42	1.710E+02	-2.132E+02	4.984E+01	-5.409E-07	1.571E-06
1.42	1.720E+02	-2.142E+02	5.004E+01	-5.384E-07	1.569E-06
1.42	1.730E+02	-2.152E+02	5.023E+01	-5.359E-07	1.566E-06
1.42	1.740E+02	-2.162E+02	5.042E+01	-5.334E-07	1.564E-06
1.42	1.750E+02	-2.172E+02	5.062E+01	-5.310E-07	1.561E-06
1.42	1.760E+02	-2.182E+02	5.081E+01	-5.286E-07	1.559E-06
1.42	1.770E+02	-2.192E+02	5.100E+01	-5.262E-07	1.557E-06
1.42	1.780E+02	-2.202E+02	5.119E+01	-5.238E-07	1.554E-06
1.42	1.790E+02	-2.212E+02	5.138E+01	-5.215E-07	1.552E-06
1.42	1.800E+02	-2.222E+02	5.158E+01	-5.191E-07	1.549E-06
1.42	1.810E+02	-2.232E+02	5.177E+01	-5.168E-07	1.547E-06
1.42	1.820E+02	-2.242E+02	5.196E+01	-5.146E-07	1.545E-06
1.42	1.830E+02	-2.252E+02	5.215E+01	-5.123E-07	1.543E-06
1.42	1.840E+02	-2.262E+02	5.234E+01	-5.101E-07	1.540E-06
1.42	1.850E+02	-2.272E+02	5.253E+01	-5.078E-07	1.538E-06
1.42	1.860E+02	-2.282E+02	5.272E+01	-5.057E-07	1.536E-06
1.42	1.870E+02	-2.292E+02	5.291E+01	-5.035E-07	1.534E-06
1.42	1.880E+02	-2.302E+02	5.310E+01	-5.013E-07	1.532E-06
1.42	1.890E+02	-2.312E+02	5.329E+01	-4.992E-07	1.530E-06
1.42	1.900E+02	-2.322E+02	5.348E+01	-4.971E-07	1.527E-06
1.42	1.910E+02	-2.332E+02	5.367E+01	-4.950E-07	1.525E-06
1.42	1.920E+02	-2.342E+02	5.386E+01	-4.929E-07	1.523E-06
1.42	1.930E+02	-2.352E+02	5.405E+01	-4.909E-07	1.521E-06
1.42	1.940E+02	-2.361E+02	5.424E+01	-4.888E-07	1.519E-06
1.42	1.950E+02	-2.371E+02	5.443E+01	-4.868E-07	1.517E-06
1.42	1.960E+02	-2.381E+02	5.462E+01	-4.848E-07	1.515E-06
1.42	1.970E+02	-2.391E+02	5.481E+01	-4.828E-07	1.513E-06
1.42	1.980E+02	-2.401E+02	5.500E+01	-4.808E-07	1.511E-06
1.42	1.990E+02	-2.411E+02	5.518E+01	-4.789E-07	1.509E-06
1.42	2.000E+02	-2.421E+02	5.537E+01	-4.770E-07	1.507E-06
1.42	2.010E+02	-2.430E+02	5.556E+01	-4.750E-07	1.505E-06
1.42	2.020E+02	-2.440E+02	5.575E+01	-4.731E-07	1.503E-06
1.42	2.030E+02	-2.450E+02	5.594E+01	-4.713E-07	1.502E-06
1.42	2.040E+02	-2.460E+02	5.613E+01	-4.694E-07	1.500E-06
1.42	2.050E+02	-2.470E+02	5.631E+01	-4.675E-07	1.498E-06
1.42	2.060E+02	-2.480E+02	5.650E+01	-4.657E-07	1.496E-06
1.42	2.070E+02	-2.489E+02	5.669E+01	-4.639E-07	1.494E-06
1.42	2.080E+02	-2.499E+02	5.688E+01	-4.621E-07	1.492E-06
1.42	2.090E+02	-2.509E+02	5.706E+01	-4.603E-07	1.491E-06
1.42	2.100E+02	-2.519E+02	5.725E+01	-4.585E-07	1.489E-06
1.42	2.110E+02	-2.529E+02	5.744E+01	-4.568E-07	1.487E-06
1.42	2.120E+02	-2.538E+02	5.762E+01	-4.550E-07	1.485E-06
1.42	2.130E+02	-2.548E+02	5.781E+01	-4.533E-07	1.484E-06
1.42	2.140E+02	-2.558E+02	5.800E+01	-4.516E-07	1.482E-06
1.42	2.150E+02	-2.568E+02	5.818E+01	-4.499E-07	1.480E-06
1.42	2.160E+02	-2.577E+02	5.837E+01	-4.482E-07	1.479E-06
1.42	2.170E+02	-2.587E+02	5.856E+01	-4.465E-07	1.477E-06
1.42	2.180E+02	-2.597E+02	5.874E+01	-4.448E-07	1.475E-06
1.42	2.190E+02	-2.607E+02	5.893E+01	-4.432E-07	1.474E-06
1.42	2.200E+02	-2.616E+02	5.911E+01	-4.415E-07	1.472E-06
1.42	2.210E+02	-2.626E+02	5.930E+01	-4.399E-07	1.470E-06
1.42	2.220E+02	-2.636E+02	5.948E+01	-4.383E-07	1.469E-06
1.42	2.230E+02	-2.645E+02	5.967E+01	-4.367E-07	1.467E-06
1.42	2.240E+02	-2.655E+02	5.986E+01	-4.351E-07	1.465E-06
1.42	2.250E+02	-2.665E+02	6.004E+01	-4.336E-07	1.464E-06
1.42	2.260E+02	-2.675E+02	6.023E+01	-4.320E-07	1.462E-06
1.42	2.270E+02	-2.684E+02	6.041E+01	-4.304E-07	1.461E-06
1.42	2.280E+02	-2.694E+02	6.060E+01	-4.289E-07	1.459E-06
1.42	2.290E+02	-2.704E+02	6.078E+01	-4.274E-07	1.458E-06
1.42	2.300E+02	-2.713E+02	6.096E+01	-4.259E-07	1.456E-06
1.42	2.310E+02	-2.723E+02	6.115E+01	-4.244E-07	1.455E-06
1.42	2.320E+02	-2.733E+02	6.133E+01	-4.229E-07	1.453E-06
1.42	2.330E+02	-2.742E+02	6.152E+01	-4.214E-07	1.452E-06
1.42	2.340E+02	-2.752E+02	6.170E+01	-4.199E-07	1.450E-06
1.42	2.350E+02	-2.762E+02	6.189E+01	-4.185E-07	1.449E-06
1.42	2.360E+02	-2.771E+02	6.207E+01	-4.170E-07	1.447E-06
1.42	2.370E+02	-2.781E+02	6.225E+01	-4.156E-07	1.446E-06
1.42	2.380E+02	-2.791E+02	6.244E+01	-4.142E-07	1.445E-06
1.42	2.390E+02	-2.800E+02	6.262E+01	-4.127E-07	1.443E-06
1.42	2.400E+02	-2.810E+02	6.280E+01	-4.113E-07	1.442E-06
1.42	2.410E+02	-2.820E+02	6.299E+01	-4.099E-07	1.440E-06
1.42	2.420E+02	-2.829E+02	6.317E+01	-4.086E-07	1.439E-06
1.42	2.430E+02	-2.839E+02	6.335E+01	-4.072E-07	1.438E-06
1.42	2.440E+02	-2.848E+02	6.354E+01	-4.058E-07	1.436E-06
1.42	2.450E+02	-2.858E+02	6.372E+01	-4.045E-07	1.435E-06
1.42	2.460E+02	-2.868E+02	6.390E+01	-4.031E-07	1.433E-06
1.42	2.470E+02	-2.877E+02	6.409E+01	-4.018E-07	1.432E-06
1.42	2.480E+02	-2.887E+02	6.427E+01	-4.005E-07	1.431E-06
1.42	2.490E+02	-2.896E+02	6.445E+01	-3.991E-07	1.429E-06
1.42	2.500E+02	-2.906E+02	6.463E+01	-3.978E-07	1.428E-06
1.42	2.510E+02	-2.916E+02	6.482E+01	-3.965E-07	1.427E-06
1.42	2.520E+02	-2.925E+02	6.500E+01	-3.952E-07	1.426E-06
1.42	2.530E+02	-2.935E+02	6.518E+01	-3.940E-07	1.424E-06
1.42	2.540E+02	-2.944E+02	6.536E+01	-3.927E-07	1.423E-06
1.42	2.550E+02	-2.954E+02	6.555E+01	-3.914E-07	1.422E-06
1.42	2.560E+02	-2.963E+02	6.573E+01	-3.902E-07	1.421E-06
1.42	2.570E+02	-2.973E+02	6.591E+01	-3.889E-07	1.419E-06
1.42	2.580E+02	-2.983E+02	6.609E+01	-3.877E-07	1.418E-06
1.42	2.590E+02	-2.992E+02	6.627E+01	-3.865E-07	1.417E-06
1.42	2.600E+02	-3.002E+02	6.646E+01	-3.852E-07	1.416E-06
1.42	2.610E+02	-3.011E+02	6.664E+01	-3.840E-07	1.414E-06
1.42	2.620E+02	-3.021E+02	6.682E+01	-3.828E-07	1.413E-06
1.42	2.630E+02	-3.030E+02	6.700E+01	-3.816E-07	1.412E-06
1.42	2.640E+02	-3.040E+02	6.718E+01	-3.804E-07	1.411E-06
1.42	2.650E+02	-3.049E+02	6.736E+01	-3.793E-07	1.410E-06
1.42	2.660E+02	-3.059E+02	6.754E+01	-3.781E-07	1.408E-06
1.42	2.670E+02	-3.068E+02	6.772E+01	-3.769E-07	1.407E-06
1.42	2.680E+02	-3.078E+02	6.790E+01	-3.758E-07	1.406E-06
1.42	2.690E+02	-3.087E+02	6.809E+01	-3.746E-07	1.405E-06
1.42	2.700E+02	-3.097E+02	6.827E+01	-3.735E-07	1.404E-06
1.42	2.710E+02	-3.106E+02	6.845E+01	-3.723E-07	1.403E-06
1.42	2.720E+02	-3.116E+02	6.863E+01	-3.712E-07	1.402E-06
1.42	2.730E+02	-3.125E+02	6.881E+01	-3.701E-07	1.400E-06
1.42	2.740E+02	-3.135E+02	6.899E+01	-3.690E-07	1.399E-06
1.42	2.750E+02	-3.144E+02	6.917E+01	-3.679E-07	1.398E-06
1.42	2.760E+02	-3.154E+02	6.935E+01	-3.668E-07	1.397E-06
1.42	2.770E+02	-3.163E+02	6.953E+01	-3.657E-07	1.396E-06
1.42	2.780E+02	-3.173E+02	6.971E+01	-3.646E-07	1.395E-06
1.42	2.790E+02	-3.182E+02	6.989E+01	-3.635E-07	1.394E-06
1.42	2.800E+02	-3.192E+02	7.007E+01	-3.624E-07	1.393E-06
1.42	2.810E+02	-3.201E+02	7.025E+01	-3.614E-07	1.392E-06
1.42	2.820E+02	-3.211E+02	7.043E+01	-3.603E-07	1.391E-06
1.42	2.830E+02	-3.220E+02	7.061E+01	-3.593E-07	1.390E-06
1.42	2.840E+02	-3.230E+02	7.079E+01	-3.582E-07	1.389E-06
1.42	2.850E+02	-3.239E+02	7.097E+01	-3.572E-07	1.388E-06
1.42	2.860E+02	-3.248E+02	7.115E+01	-3.561E-07	1.386E-06
1.42	2.870E+02	-3.258E+02	7.133E+01	-3.551E-07	1.385E-06
1.42	2.880E+02	-3.267E+02	7.151E+01	-3.541E-07	1.384E-06
1.42	2.890E+02	-3.277E+02	7.168E+01	-3.531E-07	1.383E-06
1.42	2.900E+02	-3.286E+02	7.186E+01	-3.521E-07	1.382E-06
1.42	2.910E+02	-3.296E+02	7.204E+01	-3.511E-07	1.381E-06
1.42	2.920E+02	-3.305E+02	7.222E+01	-3.501E-07	1.380E-06
1.42	2.930E+02	-3.314E+02	7.240E+01	-3.491E-07	1.379E-06
1.42	2.940E+02	-3.324E+02	7.258E+01	-3.481E-07	1.378E-06
1.42	2.950E+02	-3.333E+02	7.276E+01	-3.471E-07	1.377E-06
1.42	2.960E+02	-3.343E+02	7.294E+01	-3.462E-07	1.377E-06
1.42	2.970E+02	-3.352E+02	7.312E+01	-3.452E-07	1.376E-06
1.42	2.980E+02	-3.362E+02	7.329E+01	-3.442E-07	1.375E-06
1.42	2.990E+02	-3.371E+02	7.347E+01	-3.433E-07	1.374E-06
1.42	3.000E+02	-3.380E+02	7.365E+01	-3.423E-07	1.373E-06
1.42	3.010E+02	-3.390E+02	7.383E+01	-3.414E-07	1.372E-06
1.42	3.020E+02	-3.399E+02	7.401E+01	-3.405E-07	1.371E-06
1.42	3.030E+02	-3.409E+02	7.419E+01	-3.395E-07	1.370E-06
1.42	3.040E+02	-3.418E+02	7.436E+01	-3.386E-07	1.369E-06
1.42	3.050E+02	-3.427E+02	7.454E+01	-3.377E-07	1.368E-06
1.42	3.060E+02	-3.437E+02	7.472E+01	-3.368E-07	1.367E-06
1.42	3.070E+02	-3.446E+02	7.490E+01	-3.358E-07	1.366E-06
1.42	3.080E+02	-3.455E+02	7.508E+01	-3.349E-07	1.365E-06
1.42	3.090E+02	-3.465E+02	7.525E+01	-3.340E-07	1.364E-06
1.42	3.100E+02	-3.474E+02	7.543E+01	-3.331E-07	1.363E-06
1.42	3.110E+02	-3.484E+02	7.561E+01	-3.323E-07	1.363E-06
1.42	3.120E+02	-3.493E+02	7.579E+01	-3.314E-07	1.362E-06
1.42	3.130E+02	-3.502E+02	7.596E+01	-3.305E-07	1.361E-06
1.42	3.140E+02	-3.512E+02	7.614E+01	-3.296E-07	1.360E-06
1.42	3.150E+02	-3.521E+02	7.632E+01	-3.287E-07	1.359E-06
1.42	3.160E+02	-3.530E+02	7.650E+01	-3.279E-07	1.358E-06
1.42	3.170E+02	-3.540E+02	7.667E+01	-3.270E-07	1.357E-06
1.42	3.180E+02	-3.549E+02	7.685E+01	-3.262E-07	1.356E-06
1.42	3.190E+02	-3.558E+02	7.703E+01	-3.253E-07	1.356E-06
1.42	3.200E+02	-3.568E+02	7.721E+01	-3.245E-07	1.355E-06
1.42	3.210E+02	-3.577E+02	7.738E+01	-3.236E-07	1.354E-06
1.42	3.220E+02	-3.586E+02	7.756E+01	-3.228E-07	1.353E-06
1.42	3.230E+02	-3.596E+02	7.774E+01	-3.219E-07	1.352E-06
1.42	3.240E+02	-3.605E+02	7.791E+01	-3.211E-07	1.351E-06
1.42	3.250E+02	-3.614E+02	7.809E+01	-3.203E-07	1.351E-06
1.42	3.260E+02	-3.624E+02	7.827E+01	-3.195E-07	1.350E-06
1.42	3.270E+02	-3.633E+02	7.844E+01	-3.187E-07	1.349E-06
1.42	3.280E+02	-3.642E+02	7.862E+01	-3.178E-07	1.348E-06
1.42	3.290E+02	-3.652E+02	7.880E+01	-3.170E-07	1.347E-06
1.42	3.300E+02	-3.661E+02	7.897E+01	-3.162E-07	1.347E-06
1.42	3.310E+02	-3.670E+02	7.915E+01	-3.154E-07	1.346E-06
1.42	3.320E+02	-3.680E+02	7.933E+01	-3.146E-07	1.345E-06
1.42	3.330E+02	-3.689E+02	7.950E+01	-3.139E-07	1.344E-06
1.42	3.340E+02	-3.698E+02	7.968E+01	-3.131E-07	1.343E-06
1.42	3.350E+02	-3.707E+02	7.985E+01	-3.123E-07	1.343E-06
1.42	3.360E+02	-3.717E+02	8.003E+01	-3.115E-07	1.342E-06
1.42	3.370E+02	-3.726E+02	8.021E+01	-3.107E-07	1.341E-06
1.42	3.380E+02	-3.735E+02	8.038E+01	-3.100E-07	1.340E-06
1.42	3.390E+02	-3.745E+02	8.056E+01	-3.092E-07	1.340E-06
1.42	3.400E+02	-3.754E+02	8.073E+01	-3.084E-07	1.339E-06
1.42	3.410E+02	-3.763E+02	8.091E+01	-3.077E-07	1.338E-06
1.42	3.420E+02	-3.772E+02	8.109E+01	-3.069E-07	1.337E-06
1.42	3.430E+02	-3.782E+02	8.126E+01	-3.062E-07	1.337E-06
1.42	3.440E+02	-3.791E+02	8.144E+01	-3.054E-07	1.336E-06
1.42	3.450E+02	-3.800E+02	8.161E+01	-3.047E-07	1.335E-06
1.42	3.460E+02	-3.810E+02	8.179E+01	-3.040E-07	1.334E-06
1.42	3.470E+02	-3.819E+02	8.196E+01	-3.032E-07	1.334E-06
1.42	3.480E+02	-3.828E+02	8.214E+01	-3.025E-07	1.333E-06
1.42	3.490E+02	-3.837E+02	8.231E+01	-3.018E-07	1.332E-06
1.42	3.500E+02	-3.847E+02	8.249E+01	-3.011E-07	1.331E-06
1.42	3.510E+02	-3.856E+02	8.267E+01	-3.003E-07	1.331E-06
1.42	3.520E+02	-3.865E+02	8.284E+01	-2.996E-07	1.330E-06
1.42	3.530E+02	-3.874E+02	8.302E+01	-2.989E-07	1.329E-06
1.42	3.540E+02	-3.884E+02	8.319E+01	-2.982E-07	1.329E-06
1.42	3.550E+02	-3.893E+02	8.337E+01	-2.975E-07	1.328E-06
1.42	3.560E+02	-3.902E+02	8.354E+01	-2.968E-07	1.327E-06
1.42	3.570E+02	-3.911E+02	8.372E+01	-2.961E-07	1.326E-06
1.42	3.580E+02	-3.921E+02	8.389E+01	-2.954E-07	1.326E-06
1.42	3.590E+02	-3.930E+02	8.407E+01	-2.947E-07	1.325E-06
1.42	3.600E+02	-3.939E+02	8.424E+01	-2.940E-07	1.324E-06
1.42	3.610E+02	-3.948E+02	8.442E+01	-2.933E-07	1.324E-06
1.42	3.620E+02	-3.957E+02	8.459E+01	-2.927E-07	1.323E-06
1.42	3.630E+02	-3.967E+02	8.476E+01	-2.920E-07	1.322E-06
1.42	3.640E+02	-3.976E+02	8.494E+01	-2.913E-07	1.322E-06
1.42	3.650E+02	-3.985E+02	8.511E+01	-2.906E-07	1.321E-06
1.42	3.660E+02	-3.994E+02	8.529E+01	-2.900E-07	1.320E-06
1.42	3.670E+02	-4.004E+02	8.546E+01	-2.893E-07	1.320E-06
1.42	3.680E+02	-4.013E+02	8.564E+01	-2.886E-07	1.319E-06
1.42	3.690E+02	-4.022E+02	8.581E+01	-2.880E-07	1.318E-06
1.42	3.700E+02	-4.031E+02	8.599E+01	-2.873E-07	1.318E-06
1.42	3.710E+02	-4.040E+02	8.616E+01	-2.867E-07	1.317E-06
1.42	3.720E+02	-4.050E+02	8.633E+01	-2.860E-07	1.316E-06
1.42	3.730E+02	-4.059E+02	8.651E+01	-2.854E-07	1.316E-06
1.42	3.740E+02	-4.068E+02	8.668E+01	-2.847E-07	1.315E-06
1.42	3.750E+02	-4.077E+02	8.686E+01	-2.841E-07	1.314E-06
1.42	3.760E+02	-4.086E+02	8.703E+01	-2.835E-07	1.314E-06
1.42	3.770E+02	-4.096E+02	8.720E+01	-2.828E-07	1.313E-06
1.42	3.780E+02	-4.105E+02	8.738E+01	-2.822E-07	1.313E-06
1.42	3.790E+02	-4.114E+02	8.755E+01	-2.816E-07	1.312E-06
1.42	3.800E+02	-4.123E+02	8.773E+01	-2.810E-07	1.311E-06
1.42	3.810E+02	-4.132E+02	8.790E+01	-2.803E-07	1.311E-06
1.42	3.820E+02	-4.142E+02	8.807E+01	-2.797E-07	1.310E-06
1.42	3.830E+02	-4.151E+02	8.825E+01	-2.791E-07	1.309E-06
1.42	3.840E+02	-4.160E+02	8.842E+01	-2.785E-07	1.309E-06
1.42	3.850E+02	-4.169E+02	8.860E+01	-2.779E-07	1.308E-06
1.42	3.860E+02	-4.178E+02	8.877E+01	-2.773E-07	1.308E-06
1.42	3.870E+02	-4.187E+02	8.894E+01	-2.767E-07	1.307E-06
1.42	3.880E+02	-4.197E+02	8.912E+01	-2.761E-07	1.306E-06
1.42	3.890E+02	-4.206E+02	8.929E+01	-2.755E-07	1.306E-06
1.42	3.900E+02	-4.215E+02	8.946E+01	-2.749E-07	1.305E-06
1.42	3.910E+02	-4.224E+02	8.964E+01	-2.743E-07	1.305E-06
1.42	3.920E+02	-4.233E+02	8.981E+01	-2.737E-07	1.304E-06
