v0	t	earth_x	earth_y	U	K
1.43	2.330E+02	-3.514E+02	1.146E+02	-3.204E-07	3.040E-06
1.43	2.340E+02	-3.527E+02	1.151E+02	-3.192E-07	3.038E-06
1.43	2.350E+02	-3.541E+02	1.155E+02	-3.180E-07	3.037E-06
1.43	2.360E+02	-3.555E+02	1.159E+02	-3.168E-07	3.036E-06
1.43	2.370E+02	-3.568E+02	1.163E+02	-3.156E-07	3.035E-06
1.43	2.380E+02	-3.582E+02	1.167E+02	-3.144E-07	3.034E-06
1.43	2.390E+02	-3.595E+02	1.171E+02	-3.132E-07	3.032E-06
1.43	2.400E+02	-3.609E+02	1.176E+02	-3.120E-07	3.031E-06
1.43	2.410E+02	-3.623E+02	1.180E+02	-3.109E-07	3.030E-06
1.43	2.420E+02	-3.636E+02	1.184E+02	-3.097E-07	3.029E-06
1.43	2.430E+02	-3.650E+02	1.188E+02	-3.086E-07	3.028E-06
1.43	2.440E+02	-3.663E+02	1.192E+02	-3.074E-07	3.027E-06
1.43	2.450E+02	-3.677E+02	1.196E+02	-3.063E-07	3.025E-06
1.43	2.460E+02	-3.690E+02	1.201E+02	-3.052E-07	3.024E-06
1.43	2.470E+02	-3.704E+02	1.205E+02	-3.041E-07	3.023E-06
1.43	2.480E+02	-3.718E+02	1.209E+02	-3.030E-07	3.022E-06
1.43	2.490E+02	-3.731E+02	1.213E+02	-3.019E-07	3.021E-06
1.43	2.500E+02	-3.745E+02	1.217E+02	-3.008E-07	3.020E-06
1.43	2.510E+02	-3.758E+02	1.222E+02	-2.997E-07	3.019E-06
1.43	2.520E+02	-3.772E+02	1.226E+02	-2.986E-07	3.018E-06
1.43	2.530E+02	-3.785E+02	1.230E+02	-2.976E-07	3.017E-06
1.43	2.540E+02	-3.799E+02	1.234E+02	-2.965E-07	3.016E-06
1.43	2.550E+02	-3.813E+02	1.238E+02	-2.955E-07	3.015E-06
1.43	2.560E+02	-3.826E+02	1.242E+02	-2.944E-07	3.014E-06
1.43	2.570E+02	-3.840E+02	1.247E+02	-2.934E-07	3.013E-06
1.43	2.580E+02	-3.853E+02	1.251E+02	-2.924E-07	3.012E-06
1.43	2.590E+02	-3.867E+02	1.255E+02	-2.913E-07	3.010E-06
1.43	2.600E+02	-3.880E+02	1.259E+02	-2.903E-07	3.009E-06
1.43	2.610E+02	-3.894E+02	1.263E+02	-2.893E-07	3.008E-06
1.43	2.620E+02	-3.907E+02	1.267E+02	-2.883E-07	3.007E-06
1.43	2.630E+02	-3.921E+02	1.271E+02	-2.873E-07	3.006E-06
1.43	2.640E+02	-3.934E+02	1.276E+02	-2.864E-07	3.006E-06
1.43	2.650E+02	-3.948E+02	1.280E+02	-2.854E-07	3.005E-06
1.43	2.660E+02	-3.961E+02	1.284E+02	-2.844E-07	3.004E-06
1.43	2.670E+02	-3.975E+02	1.288E+02	-2.834E-07	3.003E-06
1.43	2.680E+02	-3.988E+02	1.292E+02	-2.825E-07	3.002E-06
1.43	2.690E+02	-4.002E+02	1.296E+02	-2.815E-07	3.001E-06
1.43	2.700E+02	-4.016E+02	1.301E+02	-2.806E-07	3.000E-06
1.43	2.710E+02	-4.029E+02	1.305E+02	-2.797E-07	2.999E-06
1.43	2.720E+02	-4.043E+02	1.309E+02	-2.787E-07	2.998E-06
1.43	2.730E+02	-4.056E+02	1.313E+02	-2.778E-07	2.997E-06
1.43	2.740E+02	-4.070E+02	1.317E+02	-2.769E-07	2.996E-06
1.43	2.750E+02	-4.083E+02	1.321E+02	-2.760E-07	2.995E-06
1.43	2.760E+02	-4.097E+02	1.325E+02	-2.751E-07	2.994E-06
1.43	2.770E+02	-4.110E+02	1.330E+02	-2.742E-07	2.993E-06
1.43	2.780E+02	-4.124E+02	1.334E+02	-2.733E-07	2.992E-06
1.43	2.790E+02	-4.137E+02	1.338E+02	-2.724E-07	2.992E-06
1.43	2.800E+02	-4.151E+02	1.342E+02	-2.715E-07	2.991E-06
1.43	2.810E+02	-4.164E+02	1.346E+02	-2.706E-07	2.990E-06
1.43	2.820E+02	-4.178E+02	1.350E+02	-2.698E-07	2.989E-06
1.43	2.830E+02	-4.191E+02	1.355E+02	-2.689E-07	2.988E-06
1.43	2.840E+02	-4.205E+02	1.359E+02	-2.680E-07	2.987E-06
1.43	2.850E+02	-4.218E+02	1.363E+02	-2.672E-07	2.986E-06
1.43	2.860E+02	-4.232E+02	1.367E+02	-2.663E-07	2.985E-06
1.43	2.870E+02	-4.245E+02	1.371E+02	-2.655E-07	2.985E-06
1.43	2.880E+02	-4.258E+02	1.375E+02	-2.647E-07	2.984E-06
1.43	2.890E+02	-4.272E+02	1.379E+02	-2.638E-07	2.983E-06
1.43	2.900E+02	-4.285E+02	1.384E+02	-2.630E-07	2.982E-06
1.43	2.910E+02	-4.299E+02	1.388E+02	-2.622E-07	2.981E-06
1.43	2.920E+02	-4.312E+02	1.392E+02	-2.614E-07	2.981E-06
1.43	2.930E+02	-4.326E+02	1.396E+02	-2.606E-07	2.980E-06
1.43	2.940E+02	-4.339E+02	1.400E+02	-2.597E-07	2.979E-06
1.43	2.950E+02	-4.353E+02	1.404E+02	-2.589E-07	2.978E-06
1.43	2.960E+02	-4.366E+02	1.408E+02	-2.582E-07	2.977E-06
1.43	2.970E+02	-4.380E+02	1.413E+02	-2.574E-07	2.977E-06
1.43	2.980E+02	-4.393E+02	1.417E+02	-2.566E-07	2.976E-06
1.43	2.990E+02	-4.407E+02	1.421E+02	-2.558E-07	2.975E-06
1.43	3.000E+02	-4.420E+02	1.425E+02	-2.550E-07	2.974E-06
1.43	3.010E+02	-4.434E+02	1.429E+02	-2.542E-07	2.973E-06
1.43	3.020E+02	-4.447E+02	1.433E+02	-2.535E-07	2.973E-06
1.43	3.030E+02	-4.461E+02	1.437E+02	-2.527E-07	2.972E-06
1.43	3.040E+02	-4.474E+02	1.441E+02	-2.520E-07	2.971E-06
1.43	3.050E+02	-4.487E+02	1.446E+02	-2.512E-07	2.970E-06
1.43	3.060E+02	-4.501E+02	1.450E+02	-2.505E-07	2.970E-06
1.43	3.070E+02	-4.514E+02	1.454E+02	-2.497E-07	2.969E-06
1.43	3.080E+02	-4.528E+02	1.458E+02	-2.490E-07	2.968E-06
1.43	3.090E+02	-4.541E+02	1.462E+02	-2.483E-07	2.967E-06
1.43	3.100E+02	-4.555E+02	1.466E+02	-2.475E-07	2.967E-06
1.43	3.110E+02	-4.568E+02	1.470E+02	-2.468E-07	2.966E-06
1.43	3.120E+02	-4.582E+02	1.475E+02	-2.461E-07	2.965E-06
1.43	3.130E+02	-4.595E+02	1.479E+02	-2.454E-07	2.965E-06
1.43	3.140E+02	-4.608E+02	1.483E+02	-2.446E-07	2.964E-06
1.43	3.150E+02	-4.622E+02	1.487E+02	-2.439E-07	2.963E-06
1.43	3.160E+02	-4.635E+02	1.491E+02	-2.432E-07	2.962E-06
1.43	3.170E+02	-4.649E+02	1.495E+02	-2.425E-07	2.962E-06
1.43	3.180E+02	-4.662E+02	1.499E+02	-2.418E-07	2.961E-06
1.43	3.190E+02	-4.676E+02	1.503E+02	-2.411E-07	2.960E-06
1.43	3.200E+02	-4.689E+02	1.508E+02	-2.405E-07	2.960E-06
1.43	3.210E+02	-4.702E+02	1.512E+02	-2.398E-07	2.959E-06
1.43	3.220E+02	-4.716E+02	1.516E+02	-2.391E-07	2.958E-06
1.43	3.230E+02	-4.729E+02	1.520E+02	-2.384E-07	2.958E-06
1.43	3.240E+02	-4.743E+02	1.524E+02	-2.377E-07	2.957E-06
1.43	3.250E+02	-4.756E+02	1.528E+02	-2.371E-07	2.956E-06
1.43	3.260E+02	-4.770E+02	1.532E+02	-2.364E-07	2.956E-06
1.43	3.270E+02	-4.783E+02	1.536E+02	-2.358E-07	2.955E-06
1.43	3.280E+02	-4.796E+02	1.541E+02	-2.351E-07	2.954E-06
1.43	3.290E+02	-4.810E+02	1.545E+02	-2.344E-07	2.954E-06
1.43	3.300E+02	-4.823E+02	1.549E+02	-2.338E-07	2.953E-06
1.43	3.310E+02	-4.837E+02	1.553E+02	-2.331E-07	2.952E-06
1.43	3.320E+02	-4.850E+02	1.557E+02	-2.325E-07	2.952E-06
1.43	3.330E+02	-4.863E+02	1.561E+02	-2.319E-07	2.951E-06
1.43	3.340E+02	-4.877E+02	1.565E+02	-2.312E-07	2.950E-06
1.43	3.350E+02	-4.890E+02	1.569E+02	-2.306E-07	2.950E-06
1.43	3.360E+02	-4.904E+02	1.573E+02	-2.300E-07	2.949E-06
1.43	3.370E+02	-4.917E+02	1.578E+02	-2.294E-07	2.949E-06
1.43	3.380E+02	-4.930E+02	1.582E+02	-2.287E-07	2.948E-06
1.43	3.390E+02	-4.944E+02	1.586E+02	-2.281E-07	2.947E-06
1.43	3.400E+02	-4.957E+02	1.590E+02	-2.275E-07	2.947E-06
1.43	3.410E+02	-4.971E+02	1.594E+02	-2.269E-07	2.946E-06
1.43	3.420E+02	-4.984E+02	1.598E+02	-2.263E-07	2.945E-06
1.43	3.430E+02	-4.997E+02	1.602E+02	-2.257E-07	2.945E-06
1.43	3.440E+02	-5.011E+02	1.606E+02	-2.251E-07	2.944E-06
1.43	3.450E+02	-5.024E+02	1.611E+02	-2.245E-07	2.944E-06
1.43	3.460E+02	-5.038E+02	1.615E+02	-2.239E-07	2.943E-06
1.43	3.470E+02	-5.051E+02	1.619E+02	-2.233E-07	2.942E-06
1.43	3.480E+02	-5.064E+02	1.623E+02	-2.227E-07	2.942E-06
1.43	3.490E+02	-5.078E+02	1.627E+02	-2.221E-07	2.941E-06
1.43	3.500E+02	-5.091E+02	1.631E+02	-2.215E-07	2.941E-06
1.43	3.510E+02	-5.105E+02	1.635E+02	-2.210E-07	2.940E-06
1.43	3.520E+02	-5.118E+02	1.639E+02	-2.204E-07	2.940E-06
1.43	3.530E+02	-5.131E+02	1.643E+02	-2.198E-07	2.939E-06
1.43	3.540E+02	-5.145E+02	1.648E+02	-2.192E-07	2.938E-06
1.43	3.550E+02	-5.158E+02	1.652E+02	-2.187E-07	2.938E-06
1.43	3.560E+02	-5.171E+02	1.656E+02	-2.181E-07	2.937E-06
1.43	3.570E+02	-5.185E+02	1.660E+02	-2.176E-07	2.937E-06
1.43	3.580E+02	-5.198E+02	1.664E+02	-2.170E-07	2.936E-06
1.43	3.590E+02	-5.212E+02	1.668E+02	-2.164E-07	2.936E-06
1.43	3.600E+02	-5.225E+02	1.672E+02	-2.159E-07	2.935E-06
1.43	3.610E+02	-5.238E+02	1.676E+02	-2.153E-07	2.934E-06
1.43	3.620E+02	-5.252E+02	1.680E+02	-2.148E-07	2.934E-06
1.43	3.630E+02	-5.265E+02	1.684E+02	-2.142E-07	2.933E-06
1.43	3.640E+02	-5.278E+02	1.689E+02	-2.137E-07	2.933E-06
1.43	3.650E+02	-5.292E+02	1.693E+02	-2.132E-07	2.932E-06
1.43	3.660E+02	-5.305E+02	1.697E+02	-2.126E-07	2.932E-06
1.43	3.670E+02	-5.319E+02	1.701E+02	-2.121E-07	2.931E-06
1.43	3.680E+02	-5.332E+02	1.705E+02	-2.116E-07	2.931E-06
1.43	3.690E+02	-5.345E+02	1.709E+02	-2.110E-07	2.930E-06
1.43	3.700E+02	-5.359E+02	1.713E+02	-2.105E-07	2.930E-06
1.43	3.710E+02	-5.372E+02	1.717E+02	-2.100E-07	2.929E-06
1.43	3.720E+02	-5.385E+02	1.721E+02	-2.095E-07	2.929E-06
1.43	3.730E+02	-5.399E+02	1.726E+02	-2.090E-07	2.928E-06
1.43	3.740E+02	-5.412E+02	1.730E+02	-2.085E-07	2.928E-06
1.43	3.750E+02	-5.425E+02	1.734E+02	-2.079E-07	2.927E-06
1.43	3.760E+02	-5.439E+02	1.738E+02	-2.074E-07	2.927E-06
1.43	3.770E+02	-5.452E+02	1.742E+02	-2.069E-07	2.926E-06
1.43	3.780E+02	-5.465E+02	1.746E+02	-2.064E-07	2.926E-06
1.43	3.790E+02	-5.479E+02	1.750E+02	-2.059E-07	2.925E-06
1.43	3.800E+02	-5.492E+02	1.754E+02	-2.054E-07	2.925E-06
1.43	3.810E+02	-5.505E+02	1.758E+02	-2.049E-07	2.924E-06
1.43	3.820E+02	-5.519E+02	1.762E+02	-2.044E-07	2.924E-06
1.43	3.830E+02	-5.532E+02	1.767E+02	-2.039E-07	2.923E-06
1.43	3.840E+02	-5.546E+02	1.771E+02	-2.035E-07	2.923E-06
1.43	3.850E+02	-5.559E+02	1.775E+02	-2.030E-07	2.922E-06
1.43	3.860E+02	-5.572E+02	1.779E+02	-2.025E-07	2.922E-06
1.43	3.870E+02	-5.586E+02	1.783E+02	-2.020E-07	2.921E-06
1.43	3.880E+02	-5.599E+02	1.787E+02	-2.015E-07	2.921E-06
1.43	3.890E+02	-5.612E+02	1.791E+02	-2.010E-07	2.920E-06
1.43	3.900E+02	-5.626E+02	1.795E+02	-2.006E-07	2.920E-06
1.43	3.910E+02	-5.639E+02	1.799E+02	-2.001E-07	2.919E-06
1.43	3.920E+02	-5.652E+02	1.803E+02	-1.996E-07	2.919E-06
1.43	3.930E+02	-5.666E+02	1.808E+02	-1.992E-07	2.918E-06
1.43	3.940E+02	-5.679E+02	1.812E+02	-1.987E-07	2.918E-06
1.43	3.950E+02	-5.692E+02	1.816E+02	-1.982E-07	2.917E-06
1.43	3.960E+02	-5.706E+02	1.820E+02	-1.978E-07	2.917E-06
1.43	3.970E+02	-5.719E+02	1.824E+02	-1.973E-07	2.916E-06
1.43	3.980E+02	-5.732E+02	1.828E+02	-1.968E-07	2.916E-06
1.43	3.990E+02	-5.746E+02	1.832E+02	-1.964E-07	2.916E-06
1.43	4.000E+02	-5.759E+02	1.836E+02	-1.959E-07	2.915E-06
1.43	4.010E+02	-5.772E+02	1.840E+02	-1.955E-07	2.915E-06
1.43	4.020E+02	-5.786E+02	1.844E+02	-1.950E-07	2.914E-06
1.43	4.030E+02	-5.799E+02	1.848E+02	-1.946E-07	2.914E-06
1.43	4.040E+02	-5.812E+02	1.853E+02	-1.941E-07	2.913E-06
1.43	4.050E+02	-5.825E+02	1.857E+02	-1.937E-07	2.913E-06
1.43	4.060E+02	-5.839E+02	1.861E+02	-1.933E-07	2.912E-06
1.43	4.070E+02	-5.852E+02	1.865E+02	-1.928E-07	2.912E-06
1.43	4.080E+02	-5.865E+02	1.869E+02	-1.924E-07	2.912E-06
1.43	4.090E+02	-5.879E+02	1.873E+02	-1.920E-07	2.911E-06
1.43	4.100E+02	-5.892E+02	1.877E+02	-1.915E-07	2.911E-06
1.43	4.110E+02	-5.905E+02	1.881E+02	-1.911E-07	2.910E-06
1.43	4.120E+02	-5.919E+02	1.885E+02	-1.907E-07	2.910E-06
1.43	4.130E+02	-5.932E+02	1.889E+02	-1.902E-07	2.909E-06
1.43	4.140E+02	-5.945E+02	1.893E+02	-1.898E-07	2.909E-06
1.43	4.150E+02	-5.959E+02	1.898E+02	-1.894E-07	2.909E-06
1.43	4.160E+02	-5.972E+02	1.902E+02	-1.890E-07	2.908E-06
1.43	4.170E+02	-5.985E+02	1.906E+02	-1.886E-07	2.908E-06
1.43	4.180E+02	-5.999E+02	1.910E+02	-1.881E-07	2.907E-06
1.43	4.190E+02	-6.012E+02	1.914E+02	-1.877E-07	2.907E-06
1.43	4.200E+02	-6.025E+02	1.918E+02	-1.873E-07	2.906E-06
1.43	4.210E+02	-6.039E+02	1.922E+02	-1.869E-07	2.906E-06
1.43	4.220E+02	-6.052E+02	1.926E+02	-1.865E-07	2.906E-06
1.43	4.230E+02	-6.065E+02	1.930E+02	-1.861E-07	2.905E-06
1.43	4.240E+02	-6.078E+02	1.934E+02	-1.857E-07	2.905E-06
1.43	4.250E+02	-6.092E+02	1.938E+02	-1.853E-07	2.904E-06
1.43	4.260E+02	-6.105E+02	1.942E+02	-1.849E-07	2.904E-06
1.43	4.270E+02	-6.118E+02	1.947E+02	-1.845E-07	2.904E-06
1.43	4.280E+02	-6.132E+02	1.951E+02	-1.841E-07	2.903E-06
1.43	4.290E+02	-6.145E+02	1.955E+02	-1.837E-07	2.903E-06
1.43	4.300E+02	-6.158E+02	1.959E+02	-1.833E-07	2.902E-06
1.43	4.310E+02	-6.172E+02	1.963E+02	-1.829E-07	2.902E-06
1.43	4.320E+02	-6.185E+02	1.967E+02	-1.825E-07	2.902E-06
1.43	4.330E+02	-6.198E+02	1.971E+02	-1.821E-07	2.901E-06
1.43	4.340E+02	-6.211E+02	1.975E+02	-1.817E-07	2.901E-06
1.43	4.350E+02	-6.225E+02	1.979E+02	-1.813E-07	2.900E-06
1.43	4.360E+02	-6.238E+02	1.983E+02	-1.809E-07	2.900E-06
1.43	4.370E+02	-6.251E+02	1.987E+02	-1.806E-07	2.900E-06
1.43	4.380E+02	-6.265E+02	1.991E+02	-1.802E-07	2.899E-06
1.43	4.390E+02	-6.278E+02	1.996E+02	-1.798E-07	2.899E-06
1.43	4.400E+02	-6.291E+02	2.000E+02	-1.794E-07	2.899E-06
1.43	4.410E+02	-6.304E+02	2.004E+02	-1.790E-07	2.898E-06
1.43	4.420E+02	-6.318E+02	2.008E+02	-1.787E-07	2.898E-06
1.43	4.430E+02	-6.331E+02	2.012E+02	-1.783E-07	2.897E-06
1.43	4.440E+02	-6.344E+02	2.016E+02	-1.779E-07	2.897E-06
1.43	4.450E+02	-6.358E+02	2.020E+02	-1.775E-07	2.897E-06
1.43	4.460E+02	-6.371E+02	2.024E+02	-1.772E-07	2.896E-06
1.43	4.470E+02	-6.384E+02	2.028E+02	-1.768E-07	2.896E-06
1.43	4.480E+02	-6.397E+02	2.032E+02	-1.764E-07	2.896E-06
1.43	4.490E+02	-6.411E+02	2.036E+02	-1.761E-07	2.895E-06
1.43	4.500E+02	-6.424E+02	2.040E+02	-1.757E-07	2.895E-06
1.43	4.510E+02	-6.437E+02	2.045E+02	-1.754E-07	2.895E-06
1.43	4.520E+02	-6.451E+02	2.049E+02	-1.750E-07	2.894E-06
1.43	4.530E+02	-6.464E+02	2.053E+02	-1.746E-07	2.894E-06
1.43	4.540E+02	-6.477E+02	2.057E+02	-1.743E-07	2.893E-06
1.43	4.550E+02	-6.490E+02	2.061E+02	-1.739E-07	2.893E-06
1.43	4.560E+02	-6.504E+02	2.065E+02	-1.736E-07	2.893E-06
1.43	4.570E+02	-6.517E+02	2.069E+02	-1.732E-07	2.892E-06
1.43	4.580E+02	-6.530E+02	2.073E+02	-1.729E-07	2.892E-06
1.43	4.590E+02	-6.543E+02	2.077E+02	-1.725E-07	2.892E-06
1.43	4.600E+02	-6.557E+02	2.081E+02	-1.722E-07	2.891E-06
1.43	4.610E+02	-6.570E+02	2.085E+02	-1.718E-07	2.891E-06
1.43	4.620E+02	-6.583E+02	2.089E+02	-1.715E-07	2.891E-06
1.43	4.630E+02	-6.597E+02	2.093E+02	-1.711E-07	2.890E-06
1.43	4.640E+02	-6.610E+02	2.098E+02	-1.708E-07	2.890E-06
1.43	4.650E+02	-6.623E+02	2.102E+02	-1.704E-07	2.890E-06
1.43	4.660E+02	-6.636E+02	2.106E+02	-1.701E-07	2.889E-06
1.43	4.670E+02	-6.650E+02	2.110E+02	-1.698E-07	2.889E-06
1.43	4.680E+02	-6.663E+02	2.114E+02	-1.694E-07	2.889E-06
1.43	4.690E+02	-6.676E+02	2.118E+02	-1.691E-07	2.888E-06
1.43	4.700E+02	-6.689E+02	2.122E+02	-1.688E-07	2.888E-06
1.43	4.710E+02	-6.703E+02	2.126E+02	-1.684E-07	2.888E-06
1.43	4.720E+02	-6.716E+02	2.130E+02	-1.681E-07	2.887E-06
1.43	4.730E+02	-6.729E+02	2.134E+02	-1.678E-07	2.887E-06
1.43	4.740E+02	-6.742E+02	2.138E+02	-1.674E-07	2.887E-06
1.43	4.750E+02	-6.756E+02	2.142E+02	-1.671E-07	2.886E-06
1.43	4.760E+02	-6.769E+02	2.146E+02	-1.668E-07	2.886E-06
1.43	4.770E+02	-6.782E+02	2.150E+02	-1.665E-07	2.886E-06
1.43	4.780E+02	-6.796E+02	2.155E+02	-1.661E-07	2.885E-06
1.43	4.790E+02	-6.809E+02	2.159E+02	-1.658E-07	2.885E-06
1.43	4.800E+02	-6.822E+02	2.163E+02	-1.655E-07	2.885E-06
1.43	4.810E+02	-6.835E+02	2.167E+02	-1.652E-07	2.884E-06
1.43	4.820E+02	-6.849E+02	2.171E+02	-1.649E-07	2.884E-06
1.43	4.830E+02	-6.862E+02	2.175E+02	-1.645E-07	2.884E-06
1.43	4.840E+02	-6.875E+02	2.179E+02	-1.642E-07	2.883E-06
1.43	4.850E+02	-6.888E+02	2.183E+02	-1.639E-07	2.883E-06
1.43	4.860E+02	-6.902E+02	2.187E+02	-1.636E-07	2.883E-06
1.43	4.870E+02	-6.915E+02	2.191E+02	-1.633E-07	2.882E-06
1.43	4.880E+02	-6.928E+02	2.195E+02	-1.630E-07	2.882E-06
1.43	4.890E+02	-6.941E+02	2.199E+02	-1.627E-07	2.882E-06
1.43	4.900E+02	-6.955E+02	2.203E+02	-1.623E-07	2.881E-06
1.43	4.910E+02	-6.968E+02	2.207E+02	-1.620E-07	2.881E-06
1.43	4.920E+02	-6.981E+02	2.212E+02	-1.617E-07	2.881E-06
1.43	4.930E+02	-6.994E+02	2.216E+02	-1.614E-07	2.881E-06
1.43	4.940E+02	-7.008E+02	2.220E+02	-1.611E-07	2.880E-06
1.43	4.950E+02	-7.021E+02	2.224E+02	-1.608E-07	2.880E-06
1.43	4.960E+02	-7.034E+02	2.228E+02	-1.605E-07	2.880E-06
1.43	4.970E+02	-7.047E+02	2.232E+02	-1.602E-07	2.879E-06
1.43	4.980E+02	-7.061E+02	2.236E+02	-1.599E-07	2.879E-06
1.43	4.990E+02	-7.074E+02	2.240E+02	-1.596E-07	2.879E-06
1.43	5.000E+02	-7.087E+02	2.244E+02	-1.593E-07	2.878E-06
1.44	0.000E+00	1.000E+00	0.000E+00	-1.184E-04	1.228E-04
1.44	1.000E+00	-2.790E+00	4.238E+00	-2.334E-05	2.785E-05
1.44	2.000E+00	-6.115E+00	6.115E+00	-1.370E-05	1.814E-05
1.44	3.000E+00	-9.043E+00	7.573E+00	-1.004E-05	1.447E-05
1.44	4.000E+00	-1.175E+01	8.840E+00	-8.056E-06	1.248E-05
1.44	5.000E+00	-1.430E+01	9.994E+00	-6.787E-06	1.121E-05
1.44	6.000E+00	-1.675E+01	1.107E+01	-5.898E-06	1.032E-05
1.44	7.000E+00	-1.912E+01	1.210E+01	-5.235E-06	9.658E-06
1.44	8.000E+00	-2.142E+01	1.308E+01	-4.719E-06	9.141E-06
1.44	9.000E+00	-2.367E+01	1.403E+01	-4.305E-06	8.727E-06
1.44	1.000E+01	-2.587E+01	1.495E+01	-3.964E-06	8.385E-06
1.44	1.100E+01	-2.803E+01	1.585E+01	-3.678E-06	8.099E-06
1.44	1.200E+01	-3.016E+01	1.673E+01	-3.434E-06	7.855E-06
1.44	1.300E+01	-3.226E+01	1.760E+01	-3.223E-06	7.644E-06
1.44	1.400E+01	-3.434E+01	1.845E+01	-3.038E-06	7.459E-06
1.44	1.500E+01	-3.639E+01	1.929E+01	-2.876E-06	7.296E-06
1.44	1.600E+01	-3.842E+01	2.012E+01	-2.731E-06	7.151E-06
1.44	1.700E+01	-4.043E+01	2.094E+01	-2.601E-06	7.021E-06
1.44	1.800E+01	-4.243E+01	2.175E+01	-2.484E-06	6.904E-06
1.44	1.900E+01	-4.441E+01	2.255E+01	-2.378E-06	6.798E-06
1.44	2.000E+01	-4.638E+01	2.335E+01	-2.281E-06	6.701E-06
1.44	2.100E+01	-4.833E+01	2.413E+01	-2.192E-06	6.613E-06
1.44	2.200E+01	-5.027E+01	2.492E+01	-2.111E-06	6.531E-06
1.44	2.300E+01	-5.220E+01	2.569E+01	-2.036E-06	6.456E-06
1.44	2.400E+01	-5.412E+01	2.646E+01	-1.966E-06	6.386E-06
1.44	2.500E+01	-5.603E+01	2.723E+01	-1.901E-06	6.321E-06
1.44	2.600E+01	-5.793E+01	2.799E+01	-1.841E-06	6.261E-06
1.44	2.700E+01	-5.982E+01	2.875E+01	-1.784E-06	6.204E-06
1.44	2.800E+01	-6.171E+01	2.951E+01	-1.732E-06	6.152E-06
1.44	2.900E+01	-6.358E+01	3.026E+01	-1.682E-06	6.102E-06
1.44	3.000E+01	-6.545E+01	3.100E+01	-1.635E-06	6.055E-06
1.44	3.100E+01	-6.732E+01	3.175E+01	-1.591E-06	6.011E-06
1.44	3.200E+01	-6.917E+01	3.249E+01	-1.550E-06	5.970E-06
1.44	3.300E+01	-7.102E+01	3.323E+01	-1.510E-06	5.930E-06
1.44	3.400E+01	-7.287E+01	3.396E+01	-1.473E-06	5.893E-06
1.44	3.500E+01	-7.470E+01	3.469E+01	-1.438E-06	5.858E-06
1.44	3.600E+01	-7.654E+01	3.542E+01	-1.404E-06	5.824E-06
1.44	3.700E+01	-7.837E+01	3.615E+01	-1.372E-06	5.792E-06
1.44	3.800E+01	-8.019E+01	3.688E+01	-1.342E-06	5.762E-06
1.44	3.900E+01	-8.201E+01	3.760E+01	-1.313E-06	5.733E-06
1.44	4.000E+01	-8.382E+01	3.832E+01	-1.285E-06	5.705E-06
1.44	4.100E+01	-8.563E+01	3.904E+01	-1.258E-06	5.678E-06
1.44	4.200E+01	-8.744E+01	3.976E+01	-1.233E-06	5.653E-06
1.44	4.300E+01	-8.924E+01	4.048E+01	-1.209E-06	5.629E-06
1.44	4.400E+01	-9.104E+01	4.119E+01	-1.185E-06	5.605E-06
1.44	4.500E+01	-9.283E+01	4.190E+01	-1.163E-06	5.583E-06
1.44	4.600E+01	-9.462E+01	4.261E+01	-1.141E-06	5.561E-06
1.44	4.700E+01	-9.641E+01	4.332E+01	-1.120E-06	5.540E-06
1.44	4.800E+01	-9.820E+01	4.403E+01	-1.101E-06	5.520E-06
1.44	4.900E+01	-9.998E+01	4.474E+01	-1.081E-06	5.501E-06
1.44	5.000E+01	-1.018E+02	4.544E+01	-1.063E-06	5.483E-06
1.44	5.100E+01	-1.035E+02	4.615E+01	-1.045E-06	5.465E-06
1.44	5.200E+01	-1.053E+02	4.685E+01	-1.028E-06	5.447E-06
1.44	5.300E+01	-1.071E+02	4.755E+01	-1.011E-06	5.431E-06
1.44	5.400E+01	-1.088E+02	4.825E+01	-9.947E-07	5.415E-06
1.44	5.500E+01	-1.106E+02	4.895E+01	-9.791E-07	5.399E-06
1.44	5.600E+01	-1.124E+02	4.965E+01	-9.640E-07	5.384E-06
1.44	5.700E+01	-1.141E+02	5.035E+01	-9.494E-07	5.369E-06
1.44	5.800E+01	-1.159E+02	5.104E+01	-9.353E-07	5.355E-06
1.44	5.900E+01	-1.176E+02	5.174E+01	-9.215E-07	5.341E-06
1.44	6.000E+01	-1.194E+02	5.243E+01	-9.082E-07	5.328E-06
1.44	6.100E+01	-1.212E+02	5.313E+01	-8.953E-07	5.315E-06
1.44	6.200E+01	-1.229E+02	5.382E+01	-8.827E-07	5.303E-06
1.44	6.300E+01	-1.246E+02	5.451E+01	-8.706E-07	5.290E-06
1.44	6.400E+01	-1.264E+02	5.520E+01	-8.587E-07	5.279E-06
1.44	6.500E+01	-1.281E+02	5.589E+01	-8.472E-07	5.267E-06
1.44	6.600E+01	-1.299E+02	5.658E+01	-8.360E-07	5.256E-06
1.44	6.700E+01	-1.316E+02	5.727E+01	-8.251E-07	5.245E-06
1.44	6.800E+01	-1.334E+02	5.796E+01	-8.145E-07	5.234E-06
1.44	6.900E+01	-1.351E+02	5.864E+01	-8.042E-07	5.224E-06
1.44	7.000E+01	-1.368E+02	5.933E+01	-7.942E-07	5.214E-06
1.44	7.100E+01	-1.386E+02	6.001E+01	-7.844E-07	5.204E-06
1.44	7.200E+01	-1.403E+02	6.070E+01	-7.748E-07	5.195E-06
