t	earth_x	earth_y	earth_vx	earth_vy	sun_x	sun_y	jupiter_x	jupiter_y	K	U
3.630E+00	-6.843E-01	-7.293E-01	4.586E+00	-4.294E+00	0.000E+00	0.000E+00	-1.796E+00	4.880E+00	3.855E-03	-7.710E-03
3.640E+00	-6.371E-01	-7.708E-01	4.847E+00	-3.997E+00	0.000E+00	0.000E+00	-1.822E+00	4.870E+00	3.855E-03	-7.710E-03
3.650E+00	-5.874E-01	-8.092E-01	5.089E+00	-3.685E+00	0.000E+00	0.000E+00	-1.848E+00	4.861E+00	3.855E-03	-7.711E-03
3.660E+00	-5.354E-01	-8.444E-01	5.311E+00	-3.359E+00	0.000E+00	0.000E+00	-1.873E+00	4.851E+00	3.855E-03	-7.711E-03
3.670E+00	-4.812E-01	-8.763E-01	5.512E+00	-3.019E+00	0.000E+00	0.000E+00	-1.899E+00	4.841E+00	3.855E-03	-7.711E-03
3.680E+00	-4.252E-01	-9.048E-01	5.691E+00	-2.667E+00	0.000E+00	0.000E+00	-1.925E+00	4.831E+00	3.855E-03	-7.711E-03
3.690E+00	-3.675E-01	-9.296E-01	5.848E+00	-2.304E+00	0.000E+00	0.000E+00	-1.950E+00	4.820E+00	3.855E-03	-7.711E-03
3.700E+00	-3.083E-01	-9.508E-01	5.981E+00	-1.932E+00	0.000E+00	0.000E+00	-1.976E+00	4.810E+00	3.855E-03	-7.711E-03
3.710E+00	-2.479E-01	-9.682E-01	6.091E+00	-1.553E+00	0.000E+00	0.000E+00	-2.001E+00	4.799E+00	3.855E-03	-7.711E-03
3.720E+00	-1.866E-01	-9.818E-01	6.177E+00	-1.167E+00	0.000E+00	0.000E+00	-2.027E+00	4.789E+00	3.855E-03	-7.711E-03
3.730E+00	-1.245E-01	-9.916E-01	6.239E+00	-7.768E-01	0.000E+00	0.000E+00	-2.052E+00	4.778E+00	3.855E-03	-7.711E-03
3.740E+00	-6.188E-02	-9.974E-01	6.275E+00	-3.832E-01	0.000E+00	0.000E+00	-2.077E+00	4.767E+00	3.855E-03	-7.711E-03
3.750E+00	9.536E-04	-9.992E-01	6.288E+00	1.191E-02	0.000E+00	0.000E+00	-2.103E+00	4.756E+00	3.855E-03	-7.711E-03
3.760E+00	6.379E-02	-9.971E-01	6.275E+00	4.071E-01	0.000E+00	0.000E+00	-2.128E+00	4.745E+00	3.855E-03	-7.711E-03
3.770E+00	1.264E-01	-9.911E-01	6.237E+00	8.007E-01	0.000E+00	0.000E+00	-2.153E+00	4.733E+00	3.855E-03	-7.711E-03
3.780E+00	1.884E-01	-9.811E-01	6.175E+00	1.191E+00	0.000E+00	0.000E+00	-2.178E+00	4.722E+00	3.855E-03	-7.711E-03
3.790E+00	2.498E-01	-9.673E-01	6.088E+00	1.577E+00	0.000E+00	0.000E+00	-2.203E+00	4.710E+00	3.855E-03	-7.711E-03
3.800E+00	3.101E-01	-9.496E-01	5.977E+00	1.957E+00	0.000E+00	0.000E+00	-2.228E+00	4.699E+00	3.855E-03	-7.711E-03
3.810E+00	3.692E-01	-9.282E-01	5.842E+00	2.329E+00	0.000E+00	0.000E+00	-2.253E+00	4.687E+00	3.855E-03	-7.711E-03
3.820E+00	4.269E-01	-9.031E-01	5.685E+00	2.691E+00	0.000E+00	0.000E+00	-2.277E+00	4.675E+00	3.855E-03	-7.711E-03
3.830E+00	4.829E-01	-8.744E-01	5.504E+00	3.044E+00	0.000E+00	0.000E+00	-2.302E+00	4.663E+00	3.855E-03	-7.711E-03
3.840E+00	5.369E-01	-8.422E-01	5.302E+00	3.384E+00	0.000E+00	0.000E+00	-2.327E+00	4.650E+00	3.855E-03	-7.711E-03
3.850E+00	5.888E-01	-8.067E-01	5.079E+00	3.711E+00	0.000E+00	0.000E+00	-2.351E+00	4.638E+00	3.855E-03	-7.711E-03
3.860E+00	6.384E-01	-7.681E-01	4.836E+00	4.023E+00	0.000E+00	0.000E+00	-2.376E+00	4.625E+00	3.855E-03	-7.711E-03
3.870E+00	6.855E-01	-7.263E-01	4.574E+00	4.319E+00	0.000E+00	0.000E+00	-2.400E+00	4.613E+00	3.855E-03	-7.711E-03
3.880E+00	7.298E-01	-6.817E-01	4.293E+00	4.598E+00	0.000E+00	0.000E+00	-2.425E+00	4.600E+00	3.855E-03	-7.711E-03
3.890E+00	7.713E-01	-6.344E-01	3.996E+00	4.859E+00	0.000E+00	0.000E+00	-2.449E+00	4.587E+00	3.855E-03	-7.711E-03
3.900E+00	8.097E-01	-5.846E-01	3.682E+00	5.101E+00	0.000E+00	0.000E+00	-2.473E+00	4.574E+00	3.855E-03	-7.711E-03
3.910E+00	8.449E-01	-5.325E-01	3.354E+00	5.322E+00	0.000E+00	0.000E+00	-2.498E+00	4.561E+00	3.855E-03	-7.711E-03
3.920E+00	8.767E-01	-4.783E-01	3.013E+00	5.522E+00	0.000E+00	0.000E+00	-2.522E+00	4.548E+00	3.855E-03	-7.711E-03
3.930E+00	9.051E-01	-4.221E-01	2.660E+00	5.701E+00	0.000E+00	0.000E+00	-2.546E+00	4.534E+00	3.855E-03	-7.711E-03
3.940E+00	9.299E-01	-3.643E-01	2.296E+00	5.857E+00	0.000E+00	0.000E+00	-2.570E+00	4.521E+00	3.855E-03	-7.711E-03
3.950E+00	9.510E-01	-3.051E-01	1.923E+00	5.989E+00	0.000E+00	0.000E+00	-2.594E+00	4.507E+00	3.855E-03	-7.711E-03
3.960E+00	9.683E-01	-2.446E-01	1.543E+00	6.098E+00	0.000E+00	0.000E+00	-2.618E+00	4.493E+00	3.855E-03	-7.711E-03
3.970E+00	9.818E-01	-1.832E-01	1.156E+00	6.183E+00	0.000E+00	0.000E+00	-2.641E+00	4.479E+00	3.855E-03	-7.711E-03
3.980E+00	9.915E-01	-1.210E-01	7.652E-01	6.243E+00	0.000E+00	0.000E+00	-2.665E+00	4.465E+00	3.855E-03	-7.711E-03
3.990E+00	9.971E-01	-5.839E-02	3.711E-01	6.279E+00	0.000E+00	0.000E+00	-2.689E+00	4.451E+00	3.855E-03	-7.711E-03
4.000E+00	9.989E-01	4.470E-03	-2.436E-02	6.290E+00	0.000E+00	0.000E+00	-2.712E+00	4.437E+00	3.855E-03	-7.711E-03
4.010E+00	9.967E-01	6.732E-02	-4.197E-01	6.276E+00	0.000E+00	0.000E+00	-2.736E+00	4.422E+00	3.855E-03	-7.711E-03
4.020E+00	9.905E-01	1.299E-01	-8.133E-01	6.236E+00	0.000E+00	0.000E+00	-2.759E+00	4.408E+00	3.855E-03	-7.711E-03
4.030E+00	9.804E-01	1.920E-01	-1.204E+00	6.173E+00	0.000E+00	0.000E+00	-2.782E+00	4.393E+00	3.855E-03	-7.711E-03
4.040E+00	9.664E-01	2.533E-01	-1.589E+00	6.085E+00	0.000E+00	0.000E+00	-2.806E+00	4.378E+00	3.855E-03	-7.711E-03
4.050E+00	9.486E-01	3.136E-01	-1.968E+00	5.972E+00	0.000E+00	0.000E+00	-2.829E+00	4.363E+00	3.855E-03	-7.711E-03
4.060E+00	9.271E-01	3.726E-01	-2.340E+00	5.836E+00	0.000E+00	0.000E+00	-2.852E+00	4.348E+00	3.855E-03	-7.711E-03
4.070E+00	9.019E-01	4.302E-01	-2.702E+00	5.678E+00	0.000E+00	0.000E+00	-2.875E+00	4.333E+00	3.855E-03	-7.711E-03
4.080E+00	8.731E-01	4.861E-01	-3.053E+00	5.496E+00	0.000E+00	0.000E+00	-2.898E+00	4.318E+00	3.855E-03	-7.711E-03
4.090E+00	8.408E-01	5.401E-01	-3.392E+00	5.293E+00	0.000E+00	0.000E+00	-2.921E+00	4.302E+00	3.855E-03	-7.711E-03
4.100E+00	8.053E-01	5.919E-01	-3.718E+00	5.069E+00	0.000E+00	0.000E+00	-2.943E+00	4.287E+00	3.855E-03	-7.711E-03
4.110E+00	7.665E-01	6.414E-01	-4.029E+00	4.825E+00	0.000E+00	0.000E+00	-2.966E+00	4.271E+00	3.855E-03	-7.711E-03
4.120E+00	7.248E-01	6.884E-01	-4.324E+00	4.562E+00	0.000E+00	0.000E+00	-2.989E+00	4.255E+00	3.855E-03	-7.711E-03
4.130E+00	6.801E-01	7.326E-01	-4.601E+00	4.282E+00	0.000E+00	0.000E+00	-3.011E+00	4.239E+00	3.855E-03	-7.711E-03
4.140E+00	6.328E-01	7.739E-01	-4.861E+00	3.984E+00	0.000E+00	0.000E+00	-3.034E+00	4.223E+00	3.855E-03	-7.711E-03
4.150E+00	5.830E-01	8.122E-01	-5.101E+00	3.670E+00	0.000E+00	0.000E+00	-3.056E+00	4.207E+00	3.855E-03	-7.711E-03
4.160E+00	5.308E-01	8.473E-01	-5.321E+00	3.343E+00	0.000E+00	0.000E+00	-3.078E+00	4.191E+00	3.855E-03	-7.711E-03
4.170E+00	4.766E-01	8.790E-01	-5.520E+00	3.002E+00	0.000E+00	0.000E+00	-3.100E+00	4.175E+00	3.855E-03	-7.711E-03
4.180E+00	4.205E-01	9.073E-01	-5.697E+00	2.649E+00	0.000E+00	0.000E+00	-3.122E+00	4.158E+00	3.855E-03	-7.710E-03
4.190E+00	3.627E-01	9.320E-01	-5.852E+00	2.286E+00	0.000E+00	0.000E+00	-3.144E+00	4.142E+00	3.855E-03	-7.710E-03
4.200E+00	3.036E-01	9.530E-01	-5.984E+00	1.914E+00	0.000E+00	0.000E+00	-3.166E+00	4.125E+00	3.855E-03	-7.710E-03
4.210E+00	2.432E-01	9.702E-01	-6.091E+00	1.534E+00	0.000E+00	0.000E+00	-3.188E+00	4.108E+00	3.855E-03	-7.710E-03
4.220E+00	1.818E-01	9.836E-01	-6.175E+00	1.149E+00	0.000E+00	0.000E+00	-3.210E+00	4.091E+00	3.855E-03	-7.710E-03
4.230E+00	1.197E-01	9.932E-01	-6.235E+00	7.587E-01	0.000E+00	0.000E+00	-3.232E+00	4.074E+00	3.855E-03	-7.710E-03
4.240E+00	5.719E-02	9.988E-01	-6.270E+00	3.658E-01	0.000E+00	0.000E+00	-3.253E+00	4.057E+00	3.855E-03	-7.710E-03
4.250E+00	-5.582E-03	1.000E+00	-6.280E+00	-2.837E-02	0.000E+00	0.000E+00	-3.275E+00	4.039E+00	3.855E-03	-7.710E-03
4.260E+00	-6.833E-02	9.982E-01	-6.265E+00	-4.224E-01	0.000E+00	0.000E+00	-3.296E+00	4.022E+00	3.855E-03	-7.710E-03
4.270E+00	-1.308E-01	9.920E-01	-6.226E+00	-8.147E-01	0.000E+00	0.000E+00	-3.317E+00	4.005E+00	3.855E-03	-7.710E-03
4.280E+00	-1.928E-01	9.819E-01	-6.162E+00	-1.204E+00	0.000E+00	0.000E+00	-3.338E+00	3.987E+00	3.855E-03	-7.710E-03
4.290E+00	-2.540E-01	9.680E-01	-6.074E+00	-1.588E+00	0.000E+00	0.000E+00	-3.359E+00	3.969E+00	3.855E-03	-7.710E-03
4.300E+00	-3.142E-01	9.502E-01	-5.962E+00	-1.966E+00	0.000E+00	0.000E+00	-3.380E+00	3.951E+00	3.855E-03	-7.710E-03
4.310E+00	-3.731E-01	9.287E-01	-5.827E+00	-2.336E+00	0.000E+00	0.000E+00	-3.401E+00	3.933E+00	3.855E-03	-7.710E-03
4.320E+00	-4.306E-01	9.035E-01	-5.669E+00	-2.697E+00	0.000E+00	0.000E+00	-3.422E+00	3.915E+00	3.855E-03	-7.710E-03
4.330E+00	-4.864E-01	8.748E-01	-5.488E+00	-3.047E+00	0.000E+00	0.000E+00	-3.443E+00	3.897E+00	3.855E-03	-7.710E-03
4.340E+00	-5.403E-01	8.426E-01	-5.286E+00	-3.385E+00	0.000E+00	0.000E+00	-3.463E+00	3.879E+00	3.855E-03	-7.710E-03
4.350E+00	-5.921E-01	8.071E-01	-5.063E+00	-3.710E+00	0.000E+00	0.000E+00	-3.484E+00	3.860E+00	3.855E-03	-7.710E-03
4.360E+00	-6.415E-01	7.685E-01	-4.820E+00	-4.020E+00	0.000E+00	0.000E+00	-3.504E+00	3.842E+00	3.855E-03	-7.710E-03
4.370E+00	-6.884E-01	7.268E-01	-4.559E+00	-4.314E+00	0.000E+00	0.000E+00	-3.525E+00	3.823E+00	3.855E-03	-7.710E-03
4.380E+00	-7.326E-01	6.823E-01	-4.279E+00	-4.591E+00	0.000E+00	0.000E+00	-3.545E+00	3.805E+00	3.855E-03	-7.710E-03
4.390E+00	-7.740E-01	6.350E-01	-3.983E+00	-4.850E+00	0.000E+00	0.000E+00	-3.565E+00	3.786E+00	3.855E-03	-7.710E-03
4.400E+00	-8.122E-01	5.853E-01	-3.670E+00	-5.091E+00	0.000E+00	0.000E+00	-3.585E+00	3.767E+00	3.855E-03	-7.710E-03
4.410E+00	-8.473E-01	5.333E-01	-3.344E+00	-5.311E+00	0.000E+00	0.000E+00	-3.605E+00	3.748E+00	3.855E-03	-7.710E-03
4.420E+00	-8.791E-01	4.792E-01	-3.004E+00	-5.510E+00	0.000E+00	0.000E+00	-3.625E+00	3.729E+00	3.855E-03	-7.710E-03
4.430E+00	-9.074E-01	4.232E-01	-2.653E+00	-5.687E+00	0.000E+00	0.000E+00	-3.644E+00	3.709E+00	3.855E-03	-7.710E-03
4.440E+00	-9.321E-01	3.655E-01	-2.291E+00	-5.843E+00	0.000E+00	0.000E+00	-3.664E+00	3.690E+00	3.855E-03	-7.710E-03
4.450E+00	-9.532E-01	3.064E-01	-1.920E+00	-5.975E+00	0.000E+00	0.000E+00	-3.683E+00	3.670E+00	3.855E-03	-7.710E-03
4.460E+00	-9.705E-01	2.461E-01	-1.541E+00	-6.083E+00	0.000E+00	0.000E+00	-3.703E+00	3.651E+00	3.855E-03	-7.710E-03
4.470E+00	-9.840E-01	1.848E-01	-1.157E+00	-6.168E+00	0.000E+00	0.000E+00	-3.722E+00	3.631E+00	3.855E-03	-7.710E-03
4.480E+00	-9.936E-01	1.228E-01	-7.678E-01	-6.229E+00	0.000E+00	0.000E+00	-3.741E+00	3.611E+00	3.855E-03	-7.710E-03
4.490E+00	-9.993E-01	6.031E-02	-3.757E-01	-6.265E+00	0.000E+00	0.000E+00	-3.760E+00	3.592E+00	3.855E-03	-7.710E-03
4.500E+00	-1.001E+00	-2.411E-03	1.796E-02	-6.276E+00	0.000E+00	0.000E+00	-3.779E+00	3.572E+00	3.855E-03	-7.710E-03
4.510E+00	-9.990E-01	-6.513E-02	4.116E-01	-6.263E+00	0.000E+00	0.000E+00	-3.798E+00	3.551E+00	3.855E-03	-7.710E-03
4.520E+00	-9.929E-01	-1.276E-01	8.036E-01	-6.225E+00	0.000E+00	0.000E+00	-3.817E+00	3.531E+00	3.855E-03	-7.710E-03
4.530E+00	-9.829E-01	-1.895E-01	1.193E+00	-6.162E+00	0.000E+00	0.000E+00	-3.836E+00	3.511E+00	3.855E-03	-7.710E-03
4.540E+00	-9.690E-01	-2.508E-01	1.577E+00	-6.076E+00	0.000E+00	0.000E+00	-3.854E+00	3.491E+00	3.855E-03	-7.710E-03
4.550E+00	-9.514E-01	-3.110E-01	1.955E+00	-5.965E+00	0.000E+00	0.000E+00	-3.873E+00	3.470E+00	3.855E-03	-7.710E-03
4.560E+00	-9.300E-01	-3.700E-01	2.325E+00	-5.831E+00	0.000E+00	0.000E+00	-3.891E+00	3.450E+00	3.855E-03	-7.710E-03
4.570E+00	-9.049E-01	-4.275E-01	2.687E+00	-5.674E+00	0.000E+00	0.000E+00	-3.909E+00	3.429E+00	3.855E-03	-7.710E-03
4.580E+00	-8.763E-01	-4.834E-01	3.038E+00	-5.494E+00	0.000E+00	0.000E+00	-3.927E+00	3.408E+00	3.855E-03	-7.710E-03
4.590E+00	-8.442E-01	-5.373E-01	3.377E+00	-5.293E+00	0.000E+00	0.000E+00	-3.945E+00	3.387E+00	3.855E-03	-7.710E-03
4.600E+00	-8.088E-01	-5.892E-01	3.702E+00	-5.071E+00	0.000E+00	0.000E+00	-3.963E+00	3.366E+00	3.855E-03	-7.710E-03
4.610E+00	-7.702E-01	-6.387E-01	4.014E+00	-4.829E+00	0.000E+00	0.000E+00	-3.981E+00	3.345E+00	3.855E-03	-7.710E-03
4.620E+00	-7.286E-01	-6.857E-01	4.309E+00	-4.568E+00	0.000E+00	0.000E+00	-3.999E+00	3.324E+00	3.855E-03	-7.710E-03
4.630E+00	-6.841E-01	-7.300E-01	4.588E+00	-4.289E+00	0.000E+00	0.000E+00	-4.016E+00	3.303E+00	3.855E-03	-7.710E-03
4.640E+00	-6.369E-01	-7.714E-01	4.848E+00	-3.993E+00	0.000E+00	0.000E+00	-4.034E+00	3.282E+00	3.855E-03	-7.710E-03
4.650E+00	-5.872E-01	-8.098E-01	5.090E+00	-3.681E+00	0.000E+00	0.000E+00	-4.051E+00	3.260E+00	3.855E-03	-7.710E-03
4.660E+00	-5.351E-01	-8.450E-01	5.311E+00	-3.354E+00	0.000E+00	0.000E+00	-4.068E+00	3.239E+00	3.855E-03	-7.710E-03
4.670E+00	-4.810E-01	-8.768E-01	5.512E+00	-3.015E+00	0.000E+00	0.000E+00	-4.085E+00	3.217E+00	3.855E-03	-7.710E-03
4.680E+00	-4.250E-01	-9.052E-01	5.690E+00	-2.663E+00	0.000E+00	0.000E+00	-4.102E+00	3.195E+00	3.855E-03	-7.710E-03
4.690E+00	-3.673E-01	-9.301E-01	5.847E+00	-2.300E+00	0.000E+00	0.000E+00	-4.119E+00	3.174E+00	3.855E-03	-7.711E-03
4.700E+00	-3.081E-01	-9.512E-01	5.980E+00	-1.929E+00	0.000E+00	0.000E+00	-4.136E+00	3.152E+00	3.855E-03	-7.711E-03
4.710E+00	-2.478E-01	-9.686E-01	6.090E+00	-1.549E+00	0.000E+00	0.000E+00	-4.153E+00	3.130E+00	3.855E-03	-7.711E-03
4.720E+00	-1.864E-01	-9.822E-01	6.176E+00	-1.164E+00	0.000E+00	0.000E+00	-4.169E+00	3.108E+00	3.855E-03	-7.711E-03
4.730E+00	-1.243E-01	-9.919E-01	6.237E+00	-7.738E-01	0.000E+00	0.000E+00	-4.186E+00	3.086E+00	3.855E-03	-7.711E-03
4.740E+00	-6.174E-02	-9.976E-01	6.274E+00	-3.804E-01	0.000E+00	0.000E+00	-4.202E+00	3.063E+00	3.855E-03	-7.711E-03
4.750E+00	1.080E-03	-9.995E-01	6.286E+00	1.448E-02	0.000E+00	0.000E+00	-4.218E+00	3.041E+00	3.855E-03	-7.711E-03
4.760E+00	6.390E-02	-9.974E-01	6.273E+00	4.094E-01	0.000E+00	0.000E+00	-4.234E+00	3.019E+00	3.855E-03	-7.711E-03
4.770E+00	1.265E-01	-9.913E-01	6.235E+00	8.029E-01	0.000E+00	0.000E+00	-4.250E+00	2.996E+00	3.855E-03	-7.711E-03
4.780E+00	1.885E-01	-9.813E-01	6.173E+00	1.193E+00	0.000E+00	0.000E+00	-4.266E+00	2.974E+00	3.855E-03	-7.711E-03
4.790E+00	2.498E-01	-9.674E-01	6.086E+00	1.579E+00	0.000E+00	0.000E+00	-4.282E+00	2.951E+00	3.855E-03	-7.711E-03
4.800E+00	3.102E-01	-9.498E-01	5.975E+00	1.958E+00	0.000E+00	0.000E+00	-4.297E+00	2.928E+00	3.855E-03	-7.711E-03
4.810E+00	3.693E-01	-9.283E-01	5.841E+00	2.330E+00	0.000E+00	0.000E+00	-4.313E+00	2.905E+00	3.855E-03	-7.711E-03
4.820E+00	4.269E-01	-9.032E-01	5.683E+00	2.693E+00	0.000E+00	0.000E+00	-4.328E+00	2.883E+00	3.855E-03	-7.711E-03
4.830E+00	4.829E-01	-8.745E-01	5.503E+00	3.045E+00	0.000E+00	0.000E+00	-4.343E+00	2.860E+00	3.855E-03	-7.711E-03
4.840E+00	5.369E-01	-8.423E-01	5.301E+00	3.385E+00	0.000E+00	0.000E+00	-4.358E+00	2.837E+00	3.855E-03	-7.711E-03
4.850E+00	5.888E-01	-8.068E-01	5.078E+00	3.712E+00	0.000E+00	0.000E+00	-4.373E+00	2.813E+00	3.855E-03	-7.711E-03
4.860E+00	6.384E-01	-7.681E-01	4.835E+00	4.024E+00	0.000E+00	0.000E+00	-4.388E+00	2.790E+00	3.855E-03	-7.711E-03
4.870E+00	6.854E-01	-7.264E-01	4.572E+00	4.320E+00	0.000E+00	0.000E+00	-4.403E+00	2.767E+00	3.855E-03	-7.711E-03
4.880E+00	7.298E-01	-6.818E-01	4.292E+00	4.599E+00	0.000E+00	0.000E+00	-4.417E+00	2.744E+00	3.855E-03	-7.711E-03
4.890E+00	7.712E-01	-6.345E-01	3.994E+00	4.860E+00	0.000E+00	0.000E+00	-4.432E+00	2.720E+00	3.855E-03	-7.711E-03
4.900E+00	8.096E-01	-5.846E-01	3.681E+00	5.102E+00	0.000E+00	0.000E+00	-4.446E+00	2.697E+00	3.855E-03	-7.711E-03
4.910E+00	8.448E-01	-5.325E-01	3.353E+00	5.324E+00	0.000E+00	0.000E+00	-4.460E+00	2.673E+00	3.855E-03	-7.711E-03
4.920E+00	8.766E-01	-4.782E-01	3.011E+00	5.524E+00	0.000E+00	0.000E+00	-4.474E+00	2.649E+00	3.855E-03	-7.711E-03
4.930E+00	9.050E-01	-4.221E-01	2.658E+00	5.703E+00	0.000E+00	0.000E+00	-4.488E+00	2.626E+00	3.855E-03	-7.711E-03
4.940E+00	9.298E-01	-3.643E-01	2.294E+00	5.858E+00	0.000E+00	0.000E+00	-4.502E+00	2.602E+00	3.855E-03	-7.711E-03
4.950E+00	9.508E-01	-3.050E-01	1.921E+00	5.991E+00	0.000E+00	0.000E+00	-4.516E+00	2.578E+00	3.855E-03	-7.711E-03
4.960E+00	9.682E-01	-2.445E-01	1.541E+00	6.100E+00	0.000E+00	0.000E+00	-4.530E+00	2.554E+00	3.855E-03	-7.711E-03
4.970E+00	9.816E-01	-1.831E-01	1.154E+00	6.185E+00	0.000E+00	0.000E+00	-4.543E+00	2.530E+00	3.855E-03	-7.711E-03
4.980E+00	9.912E-01	-1.209E-01	7.629E-01	6.245E+00	0.000E+00	0.000E+00	-4.556E+00	2.506E+00	3.855E-03	-7.711E-03
4.990E+00	9.969E-01	-5.824E-02	3.686E-01	6.281E+00	0.000E+00	0.000E+00	-4.570E+00	2.482E+00	3.855E-03	-7.711E-03
